Symbol,Name,Ind Group Rank,Sector,Industry Name,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
DAL,Delta Air Lines Inc,135,TRANSPRT,Transportation-Airline,39.73,-1.9,-0.79,9864,-34.6,9,52,C-,E,D+,34
LUV,Southwest Airlines Co,135,TRANSPRT,Transportation-Airline,43.44,-1.9,-0.85,5497,-42.6,60,31,C-,C,D-,44
UAL,United Airlines Holdings,135,TRANSPRT,Transportation-Airline,43.08,-2.4,-1.04,7924,-43.1,50,37,C-,D,D+,43
VLRS,Volaris Avia Hd Cl A Ads,135,TRANSPRT,Transportation-Airline,17.59,-4.1,-0.75,302,-44,69,85,C-,D,C,75
NGMS,Neogames S A,136,SOFTWARE,Computer Sftwr-Gaming,23.71,-2.7,-0.65,74,-47.9,20,15,C-,B,E,22
PLTK,Playtika Holding Corp,136,SOFTWARE,Computer Sftwr-Gaming,15.54,-8.5,-1.45,4112,225.4,36,16,C-,-,B-,30
RBLX,Roblox Corporation Cl A,136,SOFTWARE,Computer Sftwr-Gaming,60.67,-8.3,-5.5,32283,56.4,31,27,C-,B,D+,38
TTWO,Take-Two Interactv Sftwr,136,SOFTWARE,Computer Sftwr-Gaming,163.02,-1.2,-2.03,1597,-19.5,63,37,C-,B,B+,62
FNKO,Funko Inc Cl A,137,CONSUMER,Leisure-Toys/Games/Hobby,17.32,-1.3,-0.23,511,21.1,81,69,C-,B,B-,78
AGCO,A G C O Corp,138,AGRICULTRE,Machinery-Farm,115.46,-0.7,-0.84,730,25.4,94,35,C-,B,D-,65
WST,West Pharmaceutical Svcs,139,MEDICAL,Medical-Supplies,402.15,-1.6,-6.58,242,-45.1,98,86,C-,A,D+,94
CRTO,Criteo SA Ads,140,BUSINS SVC,Comml Svcs-Advertising,33.97,-5.2,-1.87,488,29.3,85,52,C-,C,C,77
TTD,The Trade Desk Inc Cl A,140,BUSINS SVC,Comml Svcs-Advertising,65.84,-6,-4.17,8138,58.3,99,35,C-,A,C,70
DLB,Dolby Laboratories Inc,141,ELECTRNCS,Elec-Misc Products,85.29,-3.1,-2.71,432,-10.6,68,41,D+,A,A,72
INTT,Intest Corporation,141,ELECTRNCS,Elec-Misc Products,10.46,-4.9,-0.54,56,-41.8,65,39,D+,C,C,63
ZBRA,Zebra Technologies Corp,141,ELECTRNCS,Elec-Misc Products,508.3,-1.7,-8.71,452,30.4,97,59,D+,A,D+,86
BILL,Bill.com Holdings Inc,142,SOFTWARE,Computer Sftwr-Financial,170.28,-7.8,-14.39,3210,41.1,3,37,D+,C,B-,38
BITF,Bitfarms Ltd,142,SOFTWARE,Computer Sftwr-Financial,3.4,-6.6,-0.24,4976,-32.4,56,18,D+,D,D+,37
COIN,Coinbase Global Inc Cl A,142,SOFTWARE,Computer Sftwr-Financial,181.31,-3.2,-6.06,3362,-29,76,15,D+,A,D-,58
GRWG,Growgeneration Corp,143,RETAIL,Retail-Specialty,7.76,-6.6,-0.55,1528,-24.6,58,1,D+,C,E,30
JOAN,Joann Inc,143,RETAIL,Retail-Specialty,11.12,1.8,0.2,309,-31.1,11,35,D+,E,B,23
SNX,T D Synnex,146,RETAIL,Wholesale-Electronics,104.52,-2.5,-2.72,247,-29.5,84,52,D+,C,B-,76
BURL,Burlington Stores Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,228.95,-0.9,-2.11,933,8.6,74,24,D+,D,D+,46
GPS,Gap Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,17.11,-3.2,-0.57,12723,13.9,53,17,D+,D,D,27
JILL,J.Jill Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,14.94,-2.9,-0.44,13,-63.9,69,98,D+,D,B-,74
LULU,Lululemon Athletica,147,RETAIL,Retail-Apparel/Shoes/Acc,330.35,-5.4,-18.84,1656,11,98,30,D+,A,C+,76
PLCE,Childrens Place Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,67.2,-4.4,-3.11,317,-19.3,74,25,D+,D,D-,42
ROST,Ross Stores Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,94.38,-3,-2.95,2616,12.5,57,25,D+,B,D-,52
RVLV,Revolve Group Inc Cl A,147,RETAIL,Retail-Apparel/Shoes/Acc,49.57,-2.8,-1.42,1002,-8.1,87,32,D+,B,C,66
FIGS,Figs Inc Cl A,148,APPAREL,Apparel-Clothing Mfg,20.37,-7.2,-1.59,1319,-54.3,16,14,D+,B,B,33
VFC,V F Corp,148,APPAREL,Apparel-Clothing Mfg,63.66,-2.6,-1.68,3117,1.6,64,26,D+,B,E,54
CHTR,Charter Comm,149,TELECOM,Telecom Svcs-Integrated,610.45,1.7,10.21,1854,39.3,98,35,D+,B,B-,68
T,A T & T Inc,149,TELECOM,Telecom Svcs-Integrated,24.56,0.1,0.02,45768,-31.1,61,35,D+,C,D-,39
SGRY,Surgery Partners Inc,150,MEDICAL,Medical-Hospitals,46.42,0.9,0.42,426,15.6,60,73,D+,D,B,62
RDY,Dr Reddys Labs Ltd Adr,151,MEDICAL,Medical-Generic Drugs,58.14,-0.7,-0.43,141,11.3,87,35,D+,B,C+,65
AVY,Avery Dennison Corp,152,OFFICE,Office Supplies Mfg,193.13,-3.8,-7.57,653,47.5,76,46,D+,A,D,71
CMG,Chipotle Mexican Grill,153,RETAIL,Retail-Restaurants,1447.44,-2.5,-37.13,371,34.4,99,33,D+,B,D-,73
SBUX,Starbucks Corp,153,RETAIL,Retail-Restaurants,95.94,-1.8,-1.79,8741,3,67,32,D+,-,E,36
AFRM,Affirm Holdings Inc Cl A,154,FINANCE,Finance-CrdtCard/PmtPr,57.49,-5.6,-3.4,8805,-20.7,3,16,D+,D,C-,16
DFS,Discover Financial Svcs,154,FINANCE,Finance-CrdtCard/PmtPr,115.94,-1.3,-1.52,1342,-29.2,84,80,D+,A,D-,75
DLO,Dlocal Limited Cl A,154,FINANCE,Finance-CrdtCard/PmtPr,28.4,-5.5,-1.66,666,-60.1,69,20,D+,A,D,57
GPN,Global Payments Inc,154,FINANCE,Finance-CrdtCard/PmtPr,144.53,-4.2,-6.3,1979,-25.9,95,35,D+,B,A,76
IIIV,I3 Verticals Inc Cl A,154,FINANCE,Finance-CrdtCard/PmtPr,22.4,-4.7,-1.11,152,-32.6,97,29,D+,A,B-,71
PYPL,Paypal Holdings Inc,154,FINANCE,Finance-CrdtCard/PmtPr,124.3,-6.2,-8.27,51330,207.9,82,10,D+,A,D-,45
SQ,Block Inc Cl A,154,FINANCE,Finance-CrdtCard/PmtPr,101.5,-11,-12.54,28978,131.1,94,6,D+,A,E,50
V,Visa Inc Cl A,154,FINANCE,Finance-CrdtCard/PmtPr,231.54,-1.6,-3.88,9746,-7.5,89,83,D+,A,E,84
ABG,Asbury Automotive Group,155,RETAIL,Retail/Whlsle-Automobile,164.03,-3.7,-6.22,118,-60.3,98,35,D,A,B+,83
AN,Autonation Inc,155,RETAIL,Retail/Whlsle-Automobile,107.36,-0.9,-0.97,456,-47.9,96,73,D,B,D,86
CVNA,Carvana Co Cl A,155,RETAIL,Retail/Whlsle-Automobile,146.94,-7.2,-11.46,2506,-19.4,23,10,D,D,E,15
KMX,Carmax Inc,155,RETAIL,Retail/Whlsle-Automobile,106.72,-2.8,-3.08,1512,8.5,76,24,D,A,D,60
LAD,Lithia Motors Inc Cl A,155,RETAIL,Retail/Whlsle-Automobile,285.01,-2.2,-6.3,171,-55,98,27,D,A,B,74
SAH,Sonic Automotive Cl A,155,RETAIL,Retail/Whlsle-Automobile,49.65,-1.7,-0.84,220,-31,97,69,D,B,B+,91
TMUS,T-Mobile U.S. Inc,157,TELECOM,Telecom Svcs-Wireless,120.78,10.2,11.2,15416,177.5,81,41,D,B,D+,50
AVNW,Aviat Networks Inc,159,TELECOM,Telecom-Infrastructure,29.74,-3.8,-1.18,237,105.1,86,64,D,B,B,78
FNV,Franco Nevada Corp,160,MINING,Mining-Gold/Silver/Gems,134.88,0.8,1.02,633,11.7,93,52,D,A,D+,75
KL,Kirkland Lake Gold Ltd,160,MINING,Mining-Gold/Silver/Gems,38.17,-1.1,-0.41,1096,-29.9,84,48,D,A,D-,66
SWK,Stanley Black & Decker,162,BUILDING,Bldg-Hand Tools,174.36,0,0.04,1710,18.2,68,41,D,B,B-,56
AI,C3.ai Inc Cl A,163,SOFTWARE,Comp Sftwr-Spec Enterprs,23.87,-4.1,-1.01,2786,-34.7,2,6,D,D,D-,8
DCT,Duck Creek Technologies,163,SOFTWARE,Comp Sftwr-Spec Enterprs,24.95,-2.9,-0.74,476,-34,47,18,D,C,C-,33
DV,Doubleverify Hldgs Inc,163,SOFTWARE,Comp Sftwr-Spec Enterprs,25.35,-6.9,-1.88,1872,70.5,62,21,D,B,C+,50
HUBS,Hubspot Inc,163,SOFTWARE,Comp Sftwr-Spec Enterprs,450.72,-6.3,-30.28,790,-0.9,96,23,D,B,D,64
LSPD,Lightspeed Commerce Inc,163,SOFTWARE,Comp Sftwr-Spec Enterprs,30.83,-3.9,-1.25,4376,206,13,6,D,C,C+,17
TEAM,Atlassian Corp Plc Cl A,163,SOFTWARE,Comp Sftwr-Spec Enterprs,304.41,-3.1,-9.88,1861,-8.9,98,59,D,A,B-,83
PRPL,Purple Innovation Cl A,164,CONSUMER,Hsehold/Office Furniture,7.06,-6.1,-0.46,2214,-1.2,8,2,D,B,D-,5
TPX,Tempur Sealy Intl Inc,164,CONSUMER,Hsehold/Office Furniture,39.4,-1.9,-0.77,1857,-16.6,92,73,D,A,D-,85
ADSK,Autodesk Inc,165,SOFTWARE,Computer Sftwr-Design,237.76,-4.1,-10.24,1537,-19.6,92,24,D,A,C-,72
BSY,Bentley Systems Class B,165,SOFTWARE,Computer Sftwr-Design,37.84,-4.9,-1.97,822,-18,79,19,D,B,D,53
CDNS,Cadence Design Systems,165,SOFTWARE,Computer Sftwr-Design,146.45,-4.4,-6.68,1528,-4.3,92,52,D,A,E,76
PTC,P T C Inc,165,SOFTWARE,Computer Sftwr-Design,113.63,-2.4,-2.77,641,-27.3,87,34,D,A,D,64
U,Unity Software Inc,165,SOFTWARE,Computer Sftwr-Design,92.54,-9.3,-9.47,7058,46.3,27,23,D,D,E,26
MYRG,M Y R Group Inc,166,BUSINS SVC,Bldg-Maintenance & Svc,90.75,-2,-1.82,57,-46.8,96,82,D,C,D+,79
ROL,Rollins Inc,166,BUSINS SVC,Bldg-Maintenance & Svc,30.72,-2.4,-0.74,1554,-35.1,80,29,D,A,C-,62
VEC,Vectrus Inc,166,BUSINS SVC,Bldg-Maintenance & Svc,44.6,-0.5,-0.22,34,-37.5,93,37,D,B,B-,69
VPG,Vishay Precision Group,167,ELECTRNCS,Elec-Scientific/Msrng,31.74,-1.1,-0.34,30,-25.3,86,39,D,C,B,70
LOVE,Lovesac Company,168,RETAIL,Retail-Home Furnishings,49.03,-4.1,-2.1,365,-11.7,52,20,D,B,C,43
RH,R H,168,RETAIL,Retail-Home Furnishings,396.4,-1.5,-6.19,369,-38.1,95,16,D,A,E,59
WSM,Williams Sonoma Inc,168,RETAIL,Retail-Home Furnishings,161.57,-1.3,-2.2,654,-44.9,95,48,D,A,C,80
ABCL,Abcellera Biologics Inc,170,MEDICAL,Medical-Biomed/Biotech,9.34,0.6,0.06,2527,20.4,3,7,D-,B,D-,6
ALXO,Alx Oncology Holding Inc,170,MEDICAL,Medical-Biomed/Biotech,13.65,-5.1,-0.73,528,-11.7,4,1,D-,E,E,2
BIIB,Biogen Inc,170,MEDICAL,Medical-Biomed/Biotech,220.17,-2.1,-4.79,1915,7.6,45,24,D-,B,C+,29
BNTX,Biontech Se Ads,170,MEDICAL,Medical-Biomed/Biotech,175.02,-2.8,-5.13,1401,-58.1,69,31,D-,B,D-,46
CMPS,Compass Pathways plc Ads,170,MEDICAL,Medical-Biomed/Biotech,14.77,-3.6,-0.55,173,-69.8,35,4,D-,-,E,10
CVAC,Curevac N V,170,MEDICAL,Medical-Biomed/Biotech,18.14,-6.4,-1.25,434,-45.4,1,2,D-,D,E,2
EXAS,Exact Sciences Corp,170,MEDICAL,Medical-Biomed/Biotech,75.09,-1,-0.75,1822,-16.3,16,19,D-,D,D+,19
HZNP,Horizon Therap Public,170,MEDICAL,Medical-Biomed/Biotech,91.6,-1.9,-1.75,964,-35.8,83,41,D-,A,D,69
KYMR,Kymera Therapeutics Inc,170,MEDICAL,Medical-Biomed/Biotech,39.34,-7.6,-3.24,484,25.6,2,19,D-,D,C+,20
MRNA,Moderna Inc,170,MEDICAL,Medical-Biomed/Biotech,163.91,-3.4,-5.7,4171,-64,69,20,D-,C,E,32
MRVI,Maravai Lifesciences ClA,170,MEDICAL,Medical-Biomed/Biotech,29.38,-4,-1.21,1153,-23.5,63,20,D-,A,C+,58
NTLA,Intellia Therapeutics,170,MEDICAL,Medical-Biomed/Biotech,94.53,-0.9,-0.86,1045,10.8,4,52,D-,E,D+,17
NVAX,Novavax Inc,170,MEDICAL,Medical-Biomed/Biotech,88.49,-1.1,-0.95,4160,-37.9,7,7,D-,D,D+,7
PRTA,Prothena Corp plc,170,MEDICAL,Medical-Biomed/Biotech,32.36,-1.1,-0.37,474,-3.1,69,83,D-,D,C-,63
STRO,Sutro Biopharma Inc,170,MEDICAL,Medical-Biomed/Biotech,9.66,-1.1,-0.11,331,-40.6,8,7,D-,D,C+,10
A,Agilent Technologies Inc,171,MEDICAL,Medical-Research Eqp/Svc,141.79,-1.7,-2.45,911,-50.3,91,64,D-,A,C-,77
CRL,Charles River Labs Intl,171,MEDICAL,Medical-Research Eqp/Svc,337.05,-1.8,-6.03,301,-22.1,92,55,D-,A,C,75
CTLT,Catalent Inc,171,MEDICAL,Medical-Research Eqp/Svc,103.05,-3,-3.14,933,-22.2,95,32,D-,A,C+,70
FLGT,Fulgent Genetics Inc,171,MEDICAL,Medical-Research Eqp/Svc,63.15,-2.8,-1.82,264,-52.3,73,19,D-,A,D-,49
ILMN,Illumina Inc,171,MEDICAL,Medical-Research Eqp/Svc,356.66,0.1,0.43,1175,7.2,91,29,D-,A,C-,62
OCDX,Ortho Clinical Diag Hldg,171,MEDICAL,Medical-Research Eqp/Svc,17.3,-1.3,-0.23,1393,-16.6,69,35,D-,-,B-,58
SDGR,Schrodinger Inc,171,MEDICAL,Medical-Research Eqp/Svc,26.56,-5.4,-1.51,891,0.1,5,5,D-,D,B,13
ABMD,Abiomed Inc,172,MEDICAL,Medical-Products,290.52,-5.7,-17.44,740,96,88,32,D-,A,B-,69
ALGN,Align Technology Inc,172,MEDICAL,Medical-Products,503.33,-0.5,-2.29,1888,153.1,94,25,D-,A,C+,70
COO,Cooper Companies Inc,172,MEDICAL,Medical-Products,390.83,-1.7,-6.76,227,-38.7,71,52,D-,A,B,69
DXCM,Dexcom Inc,172,MEDICAL,Medical-Products,418.73,-3.9,-16.94,694,-23.7,75,33,D-,A,C-,59
EAR,Eargo Inc,172,MEDICAL,Medical-Products,4.82,-3.4,-0.17,666,-84.4,9,2,D-,D,D+,5
ITGR,Integer Holdings Corp,172,MEDICAL,Medical-Products,77.99,-1,-0.8,78,-56.5,86,35,D-,C,B+,68
MDT,Medtronic Plc,172,MEDICAL,Medical-Products,102.17,-1.2,-1.2,6730,-16.2,78,29,D-,B,E,50
NARI,Inari Medical Inc,172,MEDICAL,Medical-Products,71.16,-2.6,-1.92,194,-48.1,30,21,D-,B,B,36
NVCR,Novocure Limited,172,MEDICAL,Medical-Products,69.32,-6,-4.43,703,-8.7,8,10,D-,C,B-,13
RMD,Resmed Inc,172,MEDICAL,Medical-Products,237.01,-0.1,-0.19,920,74.2,83,75,D-,A,B,79
SYK,Stryker Corp,172,MEDICAL,Medical-Products,250.76,-1.5,-3.71,1003,-33.1,58,55,D-,A,E,61
TXG,10x Genomics Inc Cl A,172,MEDICAL,Medical-Products,90.42,-6.7,-6.54,615,-39,49,11,D-,D,C+,30
ZBH,Zimmer Biomet Hldgs Inc,172,MEDICAL,Medical-Products,121.27,-0.4,-0.44,1869,2.3,58,26,D-,B,E,32
TLRY,Tilray Brands Inc Cl 2,173,CONSUMER,Consumer Prod-Specialty,5.65,-5.5,-0.33,11507,-50.1,47,6,D-,D,D,19
XPEL,Xpel Inc,175,AUTO,Auto/Truck-Replace Parts,61.81,1,0.63,169,-2.2,96,39,D-,A,E,61
HOLX,Hologic Inc,176,MEDICAL,Medical-Systems/Equip,73.36,1.7,1.2,3701,123,63,69,D-,B,C,61
IDXX,Idexx Laboratories Inc,176,MEDICAL,Medical-Systems/Equip,539.35,1,5.12,954,100.1,89,39,D-,A,C-,68
INMD,InMode Ltd,176,MEDICAL,Medical-Systems/Equip,46.85,-4.6,-2.28,1039,-46.5,99,35,D-,A,D+,70
ISRG,Intuitive Surgical Inc,176,MEDICAL,Medical-Systems/Equip,285.6,-2.5,-7.34,1916,-5.1,79,39,D-,A,D-,64
ADBE,Adobe Inc,178,SOFTWARE,Computer Sftwr-Desktop,510.18,-4.3,-22.91,2980,-21.5,93,34,D-,A,E,69
APPS,Digital Turbine Inc,180,SOFTWARE,Computer Sftwr-Enterprse,40.79,-6.9,-3.02,3499,0.2,99,14,D-,A,B-,69
ASAN,Asana Inc Class A,180,SOFTWARE,Computer Sftwr-Enterprse,46.06,-8,-3.99,4555,1.9,24,28,D-,-,D+,20
BIGC,Bigcommerce HldngSeries1,180,SOFTWARE,Computer Sftwr-Enterprse,28.94,-7.7,-2.43,1219,-26.4,43,11,D-,-,C,22
COUP,Coupa Software Inc,180,SOFTWARE,Computer Sftwr-Enterprse,122.28,-5.9,-7.65,1311,-35.9,95,10,D-,B,E,41
CRM,Salesforce.com Inc,180,SOFTWARE,Computer Sftwr-Enterprse,212.77,-5.4,-12.24,11218,51.6,76,28,D-,B,E,51
DOCN,Digitalocean Holdings,180,SOFTWARE,Computer Sftwr-Enterprse,53.67,-6.1,-3.46,1866,-35.1,47,37,D-,D,D-,37
DOCU,Docusign Inc,180,SOFTWARE,Computer Sftwr-Enterprse,114.24,-6,-7.33,3317,-53.6,99,7,D-,A,D-,57
DT,Dynatrace Inc,180,SOFTWARE,Computer Sftwr-Enterprse,44,-4.7,-2.16,4288,50.7,87,21,D-,A,D,56
FIVN,Five9 Inc,180,SOFTWARE,Computer Sftwr-Enterprse,122.98,-1.4,-1.74,1647,25.8,81,21,D-,A,C-,56
FSLY,Fastly Inc CL A,180,SOFTWARE,Computer Sftwr-Enterprse,25.56,-6.6,-1.82,2405,-16.4,3,9,D-,D,C-,9
GLBE,Global-E Online Ltd,180,SOFTWARE,Computer Sftwr-Enterprse,34.91,-8.5,-3.26,1709,4.6,5,34,D-,C,D-,28
MNDY,monday.com Ltd,180,SOFTWARE,Computer Sftwr-Enterprse,180.76,-8,-15.64,723,30.1,41,24,D-,D,C-,34
NET,Cloudflare Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,96.66,-3.1,-3.14,4797,-10.6,54,32,D-,C,D+,37
NOW,Servicenow Inc,180,SOFTWARE,Computer Sftwr-Enterprse,560.85,-3.5,-20.3,1224,-32.5,96,43,D-,A,C+,82
PATH,Uipath Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,33.36,-4.1,-1.41,3314,-29.7,69,11,D-,C,B-,37
PAYC,Paycom Software Inc,180,SOFTWARE,Computer Sftwr-Enterprse,314.68,-3.3,-10.88,394,-18.5,95,21,D-,A,E,58
PLTR,Palantir TechnologiesClA,180,SOFTWARE,Computer Sftwr-Enterprse,12.45,-6.5,-0.87,46535,6.6,63,10,D-,-,E,24
RNG,RingCentral Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,155.74,-7.4,-12.5,1333,5.8,94,14,D-,A,D+,57
SHOP,Shopify Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,809.44,-8.6,-76.44,2907,67.8,84,14,D-,B,E,44
SNOW,Snowflake Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,256.26,-4.5,-12.02,3148,-19.7,15,37,D-,D,D-,29
TWLO,Twilio Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,180.21,-8.7,-17.19,3803,40.5,9,11,D-,C,D,19
WDAY,Workday Inc Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,233.02,-4,-9.83,2609,31.6,94,35,D-,A,D,75
ZEN,Zendesk Inc,180,SOFTWARE,Computer Sftwr-Enterprse,94.57,-4.9,-4.85,1490,-26.4,76,24,D-,B,D+,58
ZM,Zoom Video Comm Cl A,180,SOFTWARE,Computer Sftwr-Enterprse,137.94,-6.9,-10.17,3243,-37,93,7,D-,A,D-,51
DDD,Three D Systems Corp,182,MACHINE,Machinery-Mtl Hdlg/Autmn,17,-6,-1.08,1852,-11.7,69,15,D-,D,C-,34
DM,Desktop Metal Inc,182,MACHINE,Machinery-Mtl Hdlg/Autmn,3.73,-6.5,-0.26,4188,-29.7,35,3,D-,D,D+,19
NSSC,N A P C O Security Tech,183,BUSINS SVC,Security/Sfty,20.28,0.3,0.07,138,-6.8,96,90,E,A,D,86
RGR,Sturm Ruger & Co Inc,183,BUSINS SVC,Security/Sfty,65.9,-1,-0.64,99,-39,81,37,E,A,D+,67
LWAY,Lifeway Foods Inc,184,FOOD/BEV,Food-Dairy Products,4.92,-2.7,-0.14,8,-37.8,30,33,E,C,B,38
YETI,Yeti Holdings Inc,185,LEISURE,Leisure-Products,63.69,-4.4,-2.96,690,-37.9,82,19,E,A,E,50
NATI,National Instrument Corp,187,COMPUTER,Computer-Integrated Syst,40.56,-2.6,-1.1,958,20.9,84,48,E,B,B+,78
CMCSA,Comcast Corp Cl A,188,TELECOM,Telecom Svcs-Cable/Satl,49.62,-0.7,-0.37,24878,3.5,87,39,E,B,D-,60
AMC,A M C Entmt Hldgs Cl A,189,LEISURE,Leisure-Movies & Related,14.87,-3.6,-0.55,38854,-22.1,52,64,E,D,B,38
AVID,Avid Technology Inc,189,LEISURE,Leisure-Movies & Related,29.14,-3.5,-1.05,269,-24.9,43,87,E,-,B-,62
FUBO,Fubotv Inc,189,LEISURE,Leisure-Movies & Related,9.7,-6.6,-0.68,9465,-1.5,39,3,E,D,E,12
NFLX,Netflix Inc,189,LEISURE,Leisure-Movies & Related,405.6,-5.6,-23.88,9314,30.6,95,20,E,A,C-,59
ROKU,Roku Inc Cl A,189,LEISURE,Leisure-Movies & Related,145.28,-7.4,-11.62,4410,-27.5,69,7,E,C,E,33
AMZN,Amazon.com Inc,190,RETAIL,Retail-Internet,2776.91,-7.8,-235.34,9339,176.1,81,28,E,B,E,56
BABA,Alibaba Group Hldg Ads,190,RETAIL,Retail-Internet,123.47,0.5,0.59,15027,-39.6,82,16,E,B,D-,41
CHWY,Chewy Inc Cl A,190,RETAIL,Retail-Internet,43.69,-0.6,-0.26,5957,19.4,31,11,E,-,D-,12
DASH,Doordash Inc Cl A,190,RETAIL,Retail-Internet,92.29,-11.4,-11.88,6542,58.6,2,11,E,D,D-,9
EBAY,Ebay Inc,190,RETAIL,Retail-Internet,57.17,-2.3,-1.37,6189,-16.1,76,31,E,A,D-,56
ETSY,Etsy Inc,190,RETAIL,Retail-Internet,126.96,-8,-11.08,7640,172.9,75,15,E,B,D,40
FTCH,Farfetch Limited,190,RETAIL,Retail-Internet,18.9,-8.8,-1.83,9048,31.5,35,6,E,D,D-,15
FVRR,Fiverr International Ltd,190,RETAIL,Retail-Internet,78.73,-8.3,-7.08,857,-23.2,66,7,E,B,D+,31
JD,JD.com Inc Cl A Ads,190,RETAIL,Retail-Internet,71.85,-1.9,-1.36,6622,-45.4,72,37,E,B,C+,56
LIVE,Live Ventures Inc,190,RETAIL,Retail-Internet,24.59,-5.4,-1.41,10,1,71,24,E,A,E,43
MELI,Mercadolibre Inc,190,RETAIL,Retail-Internet,999.01,-7.7,-83.59,687,-12.3,65,15,E,C,E,34
OLO,Olo Inc Cl A,190,RETAIL,Retail-Internet,16.42,-3.9,-0.67,709,-52.1,15,13,E,B,D-,21
PDD,Pinduoduo Inc Cl A Ads,190,RETAIL,Retail-Internet,55.13,-4.6,-2.66,4928,-46.7,69,11,E,C,B,36
COUR,Coursera Inc,191,SOFTWARE,Computer Sftwr-Edu/Media,19.97,-2,-0.41,945,-24.6,24,12,E,D,C+,19
SPOT,Spotify Technology S A,191,SOFTWARE,Computer Sftwr-Edu/Media,159.76,-16.8,-32.16,13993,721.2,43,15,E,D,D-,28
AMWL,American Well Corp Cl A,193,SOFTWARE,Computer Sftwr-Medical,4.39,-1.8,-0.08,3614,5.5,41,4,E,E,C+,10
GDRX,Goodrx Holdings Class A,193,SOFTWARE,Computer Sftwr-Medical,26.56,-4.8,-1.34,2343,38,81,18,E,-,B,38
TDOC,Teladoc Health Inc,193,SOFTWARE,Computer Sftwr-Medical,72.86,-5.2,-4.03,3440,-24.5,31,7,E,C,C,20
VEEV,Veeva Systems Inc Cl A,193,SOFTWARE,Computer Sftwr-Medical,228.93,-2.9,-6.8,783,-30.3,97,23,E,A,D-,63
CROX,Crocs Inc,194,APPAREL,Apparel-Shoes & Rel Mfg,98.78,-4.7,-4.83,1325,-30.9,99,27,E,A,E,65
DECK,Deckers Outdoor Corp,194,APPAREL,Apparel-Shoes & Rel Mfg,322.15,-2.5,-8.29,442,30.9,92,31,E,A,B-,66
NKE,Nike Inc Cl B,194,APPAREL,Apparel-Shoes & Rel Mfg,145.31,-2.3,-3.4,5027,-17.4,62,41,E,A,C,56
BBY,Best Buy Co Inc,195,RETAIL,Retail-Consumer Elec,97.1,-2,-1.95,1857,-49,89,26,E,B,D-,52
GME,Gamestop Corp,195,RETAIL,Retail-Consumer Elec,99.23,-0.8,-0.81,2645,-19.3,10,27,E,E,C+,15
DQ,Daqo New Energy Corp Ads,196,ENERGY,Energy-Solar,35.72,-5.3,-1.99,765,-51.2,95,9,E,A,C+,63
ENPH,Enphase Energy Inc,196,ENERGY,Energy-Solar,132.91,-4.7,-6.6,2811,9.9,99,21,E,A,D,62
RUN,Sunrun Inc,196,ENERGY,Energy-Solar,23.04,-7,-1.74,13940,111.6,7,6,E,D,C,12
SEDG,Solaredge Technologies,196,ENERGY,Energy-Solar,231.2,-3,-7.1,621,-39.4,91,26,E,A,C,58
BPTRX,Baron Partners Retail,-,-,-,-,-,-,-,-,-,-,-,-,-,-
