Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
SDGR,Schrodinger Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,28.07,-5.1,-1.51,700,1.6,5,6,D-,D,B,13
SNCE,Science 37 Holdings Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,7.87,-1.6,-0.13,75,-40.2,2,22,D-,-,C,14
SYNH,Syneos Health Cl A,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,92.25,2.1,1.89,359,8.5,84,79,D-,B,B-,81
TECH,Bio-Techne Corp,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,419.77,4.5,18.2,362,119.7,85,32,D-,A,B-,66
TKNO,Alpha Teknova Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,15.33,-2.9,-0.45,6,-89.8,8,16,D-,C,B-,23
TLIS,Talis Biomedical Corp,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,2.83,-3.7,-0.11,61,-55.4,7,2,D-,-,C,1
TMO,Thermo Fisher Scientific,MEDICAL,Medical-Research Eqp/Svc,172,NYSE,604.77,1.8,10.46,1513,40.5,85,84,D-,A,E,78
TTOO,T2 Biosystems Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,0.39,-6.3,-0.03,788,-58.1,27,4,D-,-,D-,5
VCYT,Veracyte Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,29.53,-5.5,-1.71,450,-13.6,22,14,D-,D,C+,23
XGN,Exagen Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,8.84,-5.5,-0.52,15,-33.8,14,18,D-,E,B,20
ZIVO,Zivo Bioscience Inc,MEDICAL,Medical-Research Eqp/Svc,172,NASDAQ,2.94,-0.3,-0.01,8,-79.8,27,22,D-,-,B,24
AGTI,Agiliti Inc,MEDICAL,Medical-Services,157,NYSE,18.58,-2.5,-0.48,136,11.9,69,65,D,B,C+,74
AKU,Akumin Inc,MEDICAL,Medical-Services,157,NASDAQ,1.35,-9.4,-0.14,62,-11.9,43,14,D,D,C-,28
AMS,American Shared Hosp Svc,MEDICAL,Medical-Services,157,AMEX,2.27,-0.7,-0.02,4,-74.6,60,25,D,E,B-,30
ANPC,Anpac Bio-Med Sci Cl A,MEDICAL,Medical-Services,157,NASDAQ,0.84,2.5,0.02,148,-47.6,25,1,D,-,B-,10
ATIP,Ati Physical Therapy ClA,MEDICAL,Medical-Services,157,NYSE,3.08,-3.8,-0.12,356,-73.2,8,18,D,E,C+,11
ATOS,Atossa Therapeutics,MEDICAL,Medical-Services,157,NASDAQ,1.31,-5.4,-0.08,1865,-26.4,51,9,D,-,D+,20
AUGX,Augmedix Inc,MEDICAL,Medical-Services,157,NASDAQ,2.46,-1.8,-0.05,23,-62.9,25,9,D,-,D-,12
AVCO,Avalon Globocare Corp,MEDICAL,Medical-Services,157,NASDAQ,0.78,-3.8,-0.03,69,-45.7,40,20,D,E,B+,33
BDSX,Biodesix Inc,MEDICAL,Medical-Services,157,NASDAQ,3.72,-6.8,-0.27,38,-57.5,11,4,D,-,B,3
BNR,Burning Rock Biotech Ads,MEDICAL,Medical-Services,157,NASDAQ,8.82,-4.4,-0.41,81,-72.1,7,6,D,E,E,2
CCEL,Cryo Cell International,MEDICAL,Medical-Services,157,NASDAQ,9.08,-3.4,-0.32,10,65.1,34,23,D,-,D,21
CO,Global Cord Blood,MEDICAL,Medical-Services,157,NYSE,4.14,-0.6,-0.03,61,21.8,80,44,D,A,B,67
CSTL,Castle Biosciences Inc,MEDICAL,Medical-Services,157,NASDAQ,41.38,-2.5,-1.07,127,-36.8,2,14,D,D,B,20
DCGO,Docgo Inc,MEDICAL,Medical-Services,157,NASDAQ,7.15,-5,-0.38,662,12,39,20,D,-,B,32
DGX,Quest Diagnostics Inc,MEDICAL,Medical-Services,157,NYSE,135.72,0.4,0.48,1966,139.1,83,52,D,A,E,65
GH,Guardant Health Inc,MEDICAL,Medical-Services,157,NASDAQ,70.44,-3.5,-2.53,793,-17.7,12,11,D,D,C+,18
INFU,Infusystem Holdings Inc,MEDICAL,Medical-Services,157,AMEX,14.96,-0.6,-0.09,44,-14.5,9,26,D,B,C,28
INNV,Innovage Holding Corp,MEDICAL,Medical-Services,157,NASDAQ,5.13,-1,-0.05,216,-71.9,43,7,D,D,B-,23
INVO,INVO Bioscience Inc,MEDICAL,Medical-Services,157,NASDAQ,3.36,0.6,0.02,55,29.9,39,35,D,E,C,25
IRTC,Irhythm Technologies Inc,MEDICAL,Medical-Services,157,NASDAQ,125.79,-0.2,-0.19,149,-55.4,8,99,D,D,A-,56
JYNT,Joint Corp,MEDICAL,Medical-Services,157,NASDAQ,52.13,-4.6,-2.53,63,-49.8,60,33,D,A,B,55
LH,Laboratory Corp Of Amer,MEDICAL,Medical-Services,157,NYSE,274.24,0.5,1.28,484,-19.4,83,65,D,B,C,71
MDVL,Medavail Holdings Inc,MEDICAL,Medical-Services,157,NASDAQ,1.5,-7.4,-0.12,60,-65.9,50,2,D,-,C,12
ME,23andMe Holding Cl A,MEDICAL,Medical-Services,157,NASDAQ,4.67,-4.9,-0.24,2733,7.3,49,6,D,E,D-,18
NEO,NeoGenomics Inc,MEDICAL,Medical-Services,157,NASDAQ,21.9,-5.2,-1.19,406,-42.1,27,7,D,C,E,10
NVOS,Novo Integrated Sciences,MEDICAL,Medical-Services,157,NASDAQ,1.37,3.8,0.05,15,-77.4,12,14,D,D,E,8
NVTA,Invitae Corporation,MEDICAL,Medical-Services,157,NYSE,10.96,-6,-0.7,4225,8.7,19,3,D,D,E,6
OPCH,Option Care Health Inc,MEDICAL,Medical-Services,157,NASDAQ,23.61,-0.4,-0.09,374,-31.8,69,81,D,D,B,73
OPGN,Opgen Inc,MEDICAL,Medical-Services,157,NASDAQ,0.92,-3.3,-0.03,118,-84.5,45,6,D,E,D-,17
OTRK,Ontrak Inc,MEDICAL,Medical-Services,157,NASDAQ,3.15,-10.5,-0.37,283,-36.4,19,1,D,D,D,3
PMD,Psychemedics Corp,MEDICAL,Medical-Services,157,NASDAQ,7,-2.1,-0.15,28,58.1,69,48,D,E,D+,57
PROG,Progenity Inc,MEDICAL,Medical-Services,157,NASDAQ,1.5,-5.1,-0.08,6032,-70,38,8,D,-,A-,26
PRPO,Precipio Inc,MEDICAL,Medical-Services,157,NASDAQ,1.28,-2.3,-0.03,75,-80.4,42,5,D,D,C-,20
PSNL,Personalis Inc,MEDICAL,Medical-Services,157,NASDAQ,11.71,-0.4,-0.05,318,-18.7,14,9,D,E,D-,8
RNLX,Renalytix plc Ads,MEDICAL,Medical-Services,157,NASDAQ,13.31,-0.6,-0.09,53,-50.6,7,9,D,E,D-,8
SERA,Sera Prognostics Cl A,MEDICAL,Medical-Services,157,NASDAQ,7.05,1.7,0.12,27,-17.5,6,14,D,E,D+,16
SHC,Sotera Health Co,MEDICAL,Medical-Services,157,NASDAQ,21.93,2.1,0.46,312,-20.5,98,28,D,-,B-,61
SQL,SeqLL Inc,MEDICAL,Medical-Services,157,NASDAQ,1.64,0,0,26,-84.7,2,4,D,-,D,1
STVN,Stevanato Group S P A,MEDICAL,Medical-Services,157,NYSE,18.45,3.3,0.59,220,-19.1,54,25,D,A,D-,49
SY,So-Young Intl CL A Ads,MEDICAL,Medical-Services,157,NASDAQ,2.46,0,0,262,-57.2,91,4,D,B,E,31
TALK,Talkspace Inc Cl A,MEDICAL,Medical-Services,157,NASDAQ,1.47,-8.1,-0.13,494,-56.5,33,1,D,D,E,10
TLMD,SOC Telemed Inc Cl A,MEDICAL,Medical-Services,157,NASDAQ,0.64,-9.2,-0.07,302,-46.1,46,1,D,-,E,9
TVTY,Tivity Health,MEDICAL,Medical-Services,157,NASDAQ,24.98,-0.7,-0.18,93,-26.5,52,72,D,B,D,64
VYNT,Vyant Bio Inc,MEDICAL,Medical-Services,157,NASDAQ,1.07,1.9,0.02,105,-2.5,49,3,D,D,E,10
AVNS,Avanos Medical Inc,MEDICAL,Medical-Supplies,143,NYSE,29.59,-2,-0.61,254,2.1,92,25,D+,D,B-,52
BDX,Becton Dickinson & Co,MEDICAL,Medical-Supplies,143,NYSE,256.29,1.2,3.06,1080,13.9,68,69,D+,A,C,70
BMRA,Biomerica Inc,MEDICAL,Medical-Supplies,143,NASDAQ,4.07,-4,-0.17,54,-62.9,39,42,D+,D,D,35
CVET,Covetrus Inc,MEDICAL,Medical-Supplies,143,NASDAQ,17.85,-1.7,-0.3,418,-39.2,54,20,D+,C,C,29
ELAN,Elanco Animal Health Inc,MEDICAL,Medical-Supplies,143,NYSE,25.47,-0.3,-0.07,2055,-16.4,74,24,D+,B,B,60
HSIC,Henry Schein Inc,MEDICAL,Medical-Supplies,143,NASDAQ,76.5,0.7,0.55,503,-16.8,79,60,D+,B,B+,78
IVC,Invacare Corp,MEDICAL,Medical-Supplies,143,NYSE,2.16,-5.3,-0.12,371,-52.1,16,3,D+,E,D,6
MOTS,Motus Gi Holdings Inc,MEDICAL,Medical-Supplies,143,NASDAQ,0.36,-4.9,-0.02,228,-67.4,37,4,D+,E,C,19
PDCO,Patterson Companies Inc,MEDICAL,Medical-Supplies,143,NASDAQ,28.49,0.3,0.09,249,-45.6,47,30,D+,B,C+,47
RVP,Retractable Technologies,MEDICAL,Medical-Supplies,143,AMEX,5.21,-3.5,-0.19,82,-49,36,8,D+,B,E,28
SDC,Smiledirectclub Cl A,MEDICAL,Medical-Supplies,143,NASDAQ,2.66,-8.6,-0.25,6095,-23.9,10,4,D+,E,B-,6
WST,West Pharmaceutical Svcs,MEDICAL,Medical-Supplies,143,NYSE,407.45,2.6,10.21,192,-29,98,81,D+,A,D+,92
XRAY,Dentsply Sirona Inc,MEDICAL,Medical-Supplies,143,NASDAQ,53.62,1,0.51,835,-27.4,54,30,D+,B,D,53
AIRS,Airsculpt Technologies,MEDICAL,Medical-Systems/Equip,176,NASDAQ,13.89,-3.7,-0.53,73,-62.2,69,39,D-,A,D,66
AKYA,Akoya Biosciences Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,11.46,-3.4,-0.4,38,-66.8,6,18,D-,E,C+,16
ARAY,Accuray Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,3.71,-1.2,-0.05,913,24.2,9,23,D-,D,B,28
ASXC,Asensus Surgical Inc,MEDICAL,Medical-Systems/Equip,176,AMEX,0.84,-7.5,-0.07,2783,-9.3,46,5,D-,D,D+,18
ATRC,Atricure Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,65.11,-1.3,-0.89,145,-28.9,9,32,D-,D,B,32
AXNX,Axonics Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,49.39,-0.7,-0.35,337,-9.6,13,24,D-,D,C,27
BFLY,Butterfly Network Cl A,MEDICAL,Medical-Systems/Equip,176,NYSE,5.81,-4.1,-0.25,1799,-34.6,53,8,D-,E,B,27
BIOL,Biolase Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,0.4,0,0,826,-74,52,14,D-,E,B,30
BRKR,Bruker Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,68.2,1.4,0.97,311,-54.4,90,39,D-,A,C,68
BTCY,Biotricity Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,3.13,-2.8,-0.09,64,-80.3,4,44,D-,-,E,17
BWAY,Brainsway Ltd Ads,MEDICAL,Medical-Systems/Equip,176,NASDAQ,7.93,-0.6,-0.05,30,32.1,7,39,D-,D,C,29
CLGN,Collplant Biotech,MEDICAL,Medical-Systems/Equip,176,NASDAQ,9.48,-7.8,-0.8,53,-20.9,11,11,D-,D,E,2
CLPT,Clearpoint Neuro Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,8.68,-4.1,-0.37,226,-3.4,5,7,D-,E,D-,5
CUTR,Cutera Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,35.76,-1.3,-0.49,79,-23.5,69,60,D-,C,B,60
CVRX,Cvrx Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,8.27,1.2,0.1,84,29.7,1,3,D-,D,E,6
DXR,Daxor Corp,MEDICAL,Medical-Systems/Equip,176,AMEX,10.88,0,0,0,0,8,77,D-,E,C+,32
DYNT,Dynatronics Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,0.8,0.5,0,124,-2,69,14,D-,D,E,24
EDAP,E D A P Tms Sa Adr,MEDICAL,Medical-Systems/Equip,176,NASDAQ,7.46,5.4,0.38,84,-6.4,21,85,D-,D,A,51
ELMD,Electromed Inc,MEDICAL,Medical-Systems/Equip,176,AMEX,12.81,-0.5,-0.06,7,-57,49,93,D-,C,B-,71
FEMY,Femasys Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,2.99,0.7,0.02,19,-89,19,3,D-,E,B,8
FLDM,Fluidigm Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,3.4,1.8,0.06,987,28.4,8,13,D-,E,B,13
FONR,Fonar Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,15.77,-1.4,-0.23,6,-65.9,62,42,D-,C,B,58
GMVD,G Medical Innovations Hd,MEDICAL,Medical-Systems/Equip,176,NASDAQ,4.32,-8.1,-0.38,1168,-48.6,12,99,D-,-,A-,56
HAE,Haemonetics Corp,MEDICAL,Medical-Systems/Equip,176,NYSE,46.74,-4.3,-2.1,262,-18.8,65,16,D-,B,C,34
HOLX,Hologic Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,72.3,2.5,1.77,1412,28.7,82,52,D-,B,D,63
HYPR,Hyperfine Inc Cl A,MEDICAL,Medical-Systems/Equip,176,NASDAQ,4.29,-14.1,-0.71,238,-9.7,8,8,D-,-,E,1
ICAD,Icad Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,5.5,-2,-0.11,81,-64,21,5,D-,E,C+,15
ICCM,Icecure Medical Ltd,MEDICAL,Medical-Systems/Equip,176,NASDAQ,2.78,7.3,0.19,156,-37,69,1,D-,E,C-,21
IDXX,Idexx Laboratories Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,536.39,4.5,22.88,785,172,92,30,D-,A,D-,63
INMD,InMode Ltd,MEDICAL,Medical-Systems/Equip,176,NASDAQ,48.94,-2.5,-1.25,1160,-26.7,99,39,D-,A,D,70
IONM,Assure Holdings Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,4.37,0.7,0.03,0,-80.2,61,17,D-,D,D-,32
IRIX,Iridex Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,5.48,0.5,0.03,24,-33.6,36,22,D-,D,D-,28
IRMD,Iradimed Corporation,MEDICAL,Medical-Systems/Equip,176,NASDAQ,39.39,-1.5,-0.62,52,-21.9,67,95,D-,B,C+,79
ISRG,Intuitive Surgical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,292.67,2.2,6.16,1819,30,78,37,D-,A,D-,60
LMDX,Lumiradx Limited,MEDICAL,Medical-Systems/Equip,176,NASDAQ,8.87,1.7,0.15,20,-64.3,33,37,D-,D,C-,38
LNSR,Lensar Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,5.9,-2.4,-0.15,1,-87.9,14,25,D-,E,E,16
MASI,Masimo Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,224.57,1.1,2.47,197,-11.1,82,26,D-,B,C-,53
MDGS,Medigus Ltd Ads,MEDICAL,Medical-Systems/Equip,176,NASDAQ,1.06,-1.9,-0.02,97,-56.7,52,14,D-,D,C+,29
MLAB,Mesa Laboratories,MEDICAL,Medical-Systems/Equip,176,NASDAQ,281.17,-0.3,-0.87,16,5.2,60,60,D-,D,B-,68
MYO,Myomo Inc,MEDICAL,Medical-Systems/Equip,176,AMEX,7.73,0.9,0.07,17,-52.2,43,22,D-,D,E,22
NDRA,Endra Life Sciences,MEDICAL,Medical-Systems/Equip,176,NASDAQ,0.57,-6.1,-0.04,226,-16.5,45,2,D-,-,E,10
NNOX,Nano-X Imaging Ltd,MEDICAL,Medical-Systems/Equip,176,NASDAQ,10.57,-9.3,-1.08,513,-34.4,33,3,D-,-,E,5
NTUS,Natus Medical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,22.9,1.1,0.25,71,-13.3,68,30,D-,C,B-,57
NVRO,Nevro Corp,MEDICAL,Medical-Systems/Equip,176,NYSE,63.88,-3.2,-2.09,230,-52.5,9,7,D-,E,C-,5
NVST,Envista Holdings Corp,MEDICAL,Medical-Systems/Equip,176,NYSE,43.86,1,0.46,1089,21.7,59,81,D-,B,B-,73
OM,Outset Medical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,36.55,-3.7,-1.39,181,-43.7,34,19,D-,-,B-,28
OMCL,Omnicell Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,153.24,0.9,1.31,133,-34.2,98,69,D-,B,E,80
ONVO,Organovo Holdings Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,3.15,-3.4,-0.11,43,-27.8,43,5,D-,E,D-,13
PACB,Pacific Biosciences Ca,MEDICAL,Medical-Systems/Equip,176,NASDAQ,11.4,-0.4,-0.05,6657,108.6,10,4,D-,D,C-,7
PLSE,Pulse Biosciences Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,11.58,-7.8,-0.98,133,101.8,25,10,D-,-,D-,9
PRCT,Procept Biorobotics Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,19.1,0.7,0.14,139,-19.8,18,6,D-,D,D+,14
PROF,Profound Medical Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,9.33,-6.7,-0.67,22,-60.9,39,14,D-,B,B-,33
RMED,Ra Medical Systems Inc,MEDICAL,Medical-Systems/Equip,176,AMEX,0.88,-4.7,-0.04,299,74.4,48,1,D-,E,E,3
SGHT,Sight Sciences Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,14.97,2.4,0.35,169,-25.3,1,7,D-,-,C,6
SIBN,Si-Bone Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,19.04,-3.9,-0.77,240,23.4,17,20,D-,E,C,18
SLGC,Somalogic Inc Cl A,MEDICAL,Medical-Systems/Equip,176,NASDAQ,8.88,-1.9,-0.17,562,-24.1,6,18,D-,E,B-,21
SONX,Sonendo Inc,MEDICAL,Medical-Systems/Equip,176,NYSE,6.41,-15.9,-1.21,139,-9,22,25,D-,E,B+,28
SPNE,Seaspine Holdings Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,11.54,-3.4,-0.41,33,-58.6,13,18,D-,D,B,19
SRTS,Sensus Healthcare Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,8.34,2.1,0.17,76,-71.7,60,99,D-,D,A-,80
SSKN,Strata Skin Sciences Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,1.46,-0.7,-0.01,9,-75.8,54,31,D-,D,C-,36
STE,Steris Plc,MEDICAL,Medical-Systems/Equip,176,NYSE,228.51,1.3,2.87,243,-8,92,77,D-,A,D+,87
STRR,Star Equity Holdings Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,1.29,-5.8,-0.08,274,-30.4,7,7,D-,D,C-,9
STXS,Stereotaxis Inc,MEDICAL,Medical-Systems/Equip,176,AMEX,5.32,-2.7,-0.15,109,-43.5,4,30,D-,D,B-,21
SWAV,Shockwave Medical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,153.37,-1.1,-1.66,272,-14.3,61,37,D-,D,B-,45
THMO,Thermogenesis Holdings,MEDICAL,Medical-Systems/Equip,176,NASDAQ,0.88,0.8,0.01,17,-93.4,44,5,D-,E,D+,16
TMCI,Treace Medical Concepts,MEDICAL,Medical-Systems/Equip,176,NASDAQ,19.24,3.6,0.66,224,9.1,2,19,D-,D,C+,18
TMDI,Titan Medical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,0.6,-4.6,-0.03,170,-67.7,14,3,D-,-,E,3
UTRS,Minerva Surgical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,4.58,1.6,0.07,23,-77.1,39,8,D-,-,B-,18
VERO,Venus Concept Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,1.46,-7.6,-0.12,65,-79.9,42,25,D-,E,B-,32
VIVE,Viveve Medical Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,1.05,-2.9,-0.03,60,-46.3,50,4,D-,E,E,11
VRAY,Viewray Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,4.29,-1.4,-0.06,923,-13.3,28,19,D-,E,B,28
VREX,Varex Imaging Corp,MEDICAL,Medical-Systems/Equip,176,NASDAQ,25.5,-0.6,-0.16,472,117.2,69,77,D-,C,D-,73
WAT,Waters Corp,MEDICAL,Medical-Systems/Equip,176,NYSE,329.77,1.9,6.05,307,29.3,75,52,D-,A,C,66
XAIR,Beyond Air Inc,MEDICAL,Medical-Systems/Equip,176,NASDAQ,7.21,-4.2,-0.32,146,-65.1,22,69,D-,E,D,33
ABC,Amerisourcebergen Corp,MEDICAL,Medical-Whlsle Drg/Suppl,17,NYSE,136.19,-1.1,-1.47,1345,108.1,85,89,A,B,A,99
CAH,Cardinal Health Inc,MEDICAL,Medical-Whlsle Drg/Suppl,17,NYSE,51.76,1,0.52,2539,20.8,46,44,A,C,C,65
MCK,Mckesson Corp,MEDICAL,Medical-Whlsle Drg/Suppl,17,NYSE,259.86,1.1,2.94,938,46.7,90,95,A,C,B,97
MEDS,Trxade Health Inc,MEDICAL,Medical-Whlsle Drg/Suppl,17,NASDAQ,2.08,-3.3,-0.07,2,-94.7,5,7,A,E,E,11
OMI,Owens & Minor Inc,MEDICAL,Medical-Whlsle Drg/Suppl,17,NYSE,41.69,-0.8,-0.32,597,21.1,55,92,A,B,C,90
PETQ,Petiq Inc Cl A,MEDICAL,Medical-Whlsle Drg/Suppl,17,NASDAQ,20.32,0,-0.01,128,-51.6,86,16,A,C,C,63
VMD,Viemed Healthcare Inc,MEDICAL,Medical-Whlsle Drg/Suppl,17,NASDAQ,4.7,-0.2,-0.01,83,20.6,52,16,A,B,D,46
PKOH,Park Ohio Holding Corp,METALS,Metal Prds-Distributor,180,NASDAQ,19.53,1.9,0.37,36,30.7,21,17,D-,D,B-,18
RYI,Ryerson Holding Corp,METALS,Metal Prds-Distributor,180,NYSE,21.32,0.6,0.14,95,-13.4,74,91,D-,C,C,75
