Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating,,,,,,,,,,,,,,,
SOVO,Sovos Brands Inc,FOOD/BEV,Food-Packaged,89,NASDAQ,14.54,-1,-0.14,336,0.2,8,72,B-,C,D,61,,,,,,,,,,,,,,,
STKL,Sunopta Inc,FOOD/BEV,Food-Packaged,89,NASDAQ,5.12,-3.3,-0.18,315,-52.8,69,9,B-,D,B+,36,,,,,,,,,,,,,,,
THS,Treehouse Foods Inc,FOOD/BEV,Food-Packaged,89,NYSE,37.59,-0.1,-0.05,343,18.6,32,39,B-,C,D-,33,,,,,,,,,,,,,,,
TTCF,Tattooed Chef Inc Cl A,FOOD/BEV,Food-Packaged,89,NASDAQ,12.28,-3.7,-0.47,767,-15.8,21,16,B-,C,E,26,,,,,,,,,,,,,,,
TWNK,Hostess Brands Inc Cl A,FOOD/BEV,Food-Packaged,89,NASDAQ,20.47,0.1,0.03,1884,38.5,63,94,B-,C,A-,87,,,,,,,,,,,,,,,
UL,Unilever Plc,FOOD/BEV,Food-Packaged,89,NYSE,51.3,0.3,0.17,3559,-15.8,65,35,B-,B,C+,62,,,,,,,,,,,,,,,
UTZ,Utz Brands Inc,FOOD/BEV,Food-Packaged,89,NYSE,16.74,0.1,0.01,274,-40.1,30,26,B-,B,B-,44,,,,,,,,,,,,,,,
AFL,A F L A C Inc,INSURANCE,Insurance-Acc & Health,55,NYSE,63.83,1.5,0.94,3157,39.1,83,92,B+,B,C+,89,,,,,,,,,,,,,,,
CNO,C N O Financial Group,INSURANCE,Insurance-Acc & Health,55,NYSE,25.13,0.3,0.07,881,83.4,43,77,B+,C,D+,68,,,,,,,,,,,,,,,
IHC,Independence Holding Co,INSURANCE,Insurance-Acc & Health,55,NYSE,56.94,-0.1,-0.04,6,-67.5,12,95,B+,D,B+,70,,,,,,,,,,,,,,,
OSCR,Oscar Health Inc Cl A,INSURANCE,Insurance-Acc & Health,55,NYSE,6.65,-3.8,-0.26,1591,-8.3,2,2,B+,D,B-,19,,,,,,,,,,,,,,,
TRUP,Trupanion Inc,INSURANCE,Insurance-Acc & Health,55,NASDAQ,93.95,-2.3,-2.26,285,-20.3,4,48,B+,C,D-,36,,,,,,,,,,,,,,,
UNM,Unum Group,INSURANCE,Insurance-Acc & Health,55,NYSE,25.81,1.9,0.47,2323,54.5,55,48,B+,C,D,56,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co,INSURANCE,Insurance-Brokers,73,NYSE,156.93,0,0.08,822,29.3,82,85,B,B,C,90,,,,,,,,,,,,,,,
AON,Aon Plc,INSURANCE,Insurance-Brokers,73,NYSE,278.51,0.6,1.7,906,12.9,86,79,B,A,E,83,,,,,,,,,,,,,,,
BRO,Brown & Brown Inc,INSURANCE,Insurance-Brokers,73,NYSE,68.29,2.4,1.62,1454,60.1,90,94,B,A,C,95,,,,,,,,,,,,,,,
BRP,Brp Group Inc,INSURANCE,Insurance-Brokers,73,NASDAQ,30.23,-0.7,-0.2,177,-13.6,37,65,B,A,B-,72,,,,,,,,,,,,,,,
EHTH,Ehealth Inc,INSURANCE,Insurance-Brokers,73,NASDAQ,20.58,-5,-1.09,358,-12.2,23,5,B,D,D+,13,,,,,,,,,,,,,,,
ERIE,Erie Indemnity Co,INSURANCE,Insurance-Brokers,73,NASDAQ,185.1,0.5,0.83,59,31.7,60,30,B,B,D,49,,,,,,,,,,,,,,,
FANH,Fanhua Inc Ads,INSURANCE,Insurance-Brokers,73,NASDAQ,6.78,-1.7,-0.12,28,-75.5,16,8,B,C,D+,22,,,,,,,,,,,,,,,
GOCO,Gohealth Inc Class A,INSURANCE,Insurance-Brokers,73,NASDAQ,2.79,-0.7,-0.02,4545,90.3,20,2,B,D,C+,30,,,,,,,,,,,,,,,
KINS,Kingstone Companies Inc,INSURANCE,Insurance-Brokers,73,NASDAQ,5.2,-5.1,-0.28,7,-62,2,24,B,D,B-,31,,,,,,,,,,,,,,,
MMC,Marsh & Mclennan,INSURANCE,Insurance-Brokers,73,NYSE,154.95,0.9,1.43,1149,-7.8,84,84,B,A,D-,87,,,,,,,,,,,,,,,
RYAN,Ryan Specialty Grp Cl A,INSURANCE,Insurance-Brokers,73,NYSE,38.15,2.2,0.82,275,-12.8,64,93,B,-,B-,84,,,,,,,,,,,,,,,
SLQT,Selectquote Inc,INSURANCE,Insurance-Brokers,73,NYSE,7.26,-3,-0.23,1117,-5.7,53,5,B,B,C,38,,,,,,,,,,,,,,,
TIRX,Tian Ruixiang Hldgs Cl A,INSURANCE,Insurance-Brokers,73,NASDAQ,1.38,6.2,0.08,234,-37.3,2,1,B,B,B-,22,,,,,,,,,,,,,,,
WDH,Waterdrop Inc Cl A Ads,INSURANCE,Insurance-Brokers,73,NYSE,1.56,-3.1,-0.05,171,-63.5,4,6,B,D,D+,10,,,,,,,,,,,,,,,
WTW,Willis Towers Watson Plc,INSURANCE,Insurance-Brokers,73,NASDAQ,238.09,0.8,1.98,531,-27.2,83,72,B,B,D+,78,,,,,,,,,,,,,,,
AIG,American Intl Group,INSURANCE,Insurance-Diversified,46,NYSE,60.29,2,1.18,2739,-22.2,93,92,A-,C,B-,97,,,,,,,,,,,,,,,
AIZ,Assurant Inc,INSURANCE,Insurance-Diversified,46,NYSE,153.24,1.4,2.07,227,-27.5,81,55,A-,C,D+,74,,,,,,,,,,,,,,,
ANAT,American Natl Grp Inc,INSURANCE,Insurance-Diversified,46,NASDAQ,189.49,0.3,0.49,44,-11.1,62,97,A-,B,C+,88,,,,,,,,,,,,,,,
BAMR,Brookfield AstMgt Reinsu,INSURANCE,Insurance-Diversified,46,NYSE,57.33,0.7,0.39,11,-33.6,30,42,A-,B,D-,47,,,,,,,,,,,,,,,
EVER,Everquote Inc Cl A,INSURANCE,Insurance-Diversified,46,NASDAQ,16.38,-0.6,-0.11,351,44.4,18,25,A-,D,B+,37,,,,,,,,,,,,,,,
FGF,FG Financial Group Inc,INSURANCE,Insurance-Diversified,46,NASDAQ,3.36,7.3,0.23,20,-75.1,43,10,A-,D,B-,36,,,,,,,,,,,,,,,
HIG,Hartford Finl Svcs Grp,INSURANCE,Insurance-Diversified,46,NYSE,73.28,1.6,1.16,1166,14.8,84,89,A-,B,B,91,,,,,,,,,,,,,,,
JXN,Jackson Financial Cl A,INSURANCE,Insurance-Diversified,46,NYSE,37.77,-1.6,-0.61,418,-62.3,59,98,A-,D,B,86,,,,,,,,,,,,,,,
L,Loews Corp,INSURANCE,Insurance-Diversified,46,NYSE,61.42,1.4,0.84,360,-13.5,76,88,A-,C,B-,85,,,,,,,,,,,,,,,
MFC,Manulife Financial Corp,INSURANCE,Insurance-Diversified,46,NYSE,21.06,0.2,0.05,3293,17.2,67,81,A-,B,C-,83,,,,,,,,,,,,,,,
NODK,NI Holdings Inc,INSURANCE,Insurance-Diversified,46,NASDAQ,18.29,-1,-0.18,1,-81.6,49,52,A-,B,D-,62,,,,,,,,,,,,,,,
PFG,Principal Finl Group Inc,INSURANCE,Insurance-Diversified,46,NASDAQ,74.1,-0.1,-0.08,914,-13.3,81,92,A-,D,D-,82,,,,,,,,,,,,,,,
PLMR,Palomar Holdings Inc,INSURANCE,Insurance-Diversified,46,NASDAQ,52.78,-1.2,-0.65,123,2.3,87,14,A-,B,C-,67,,,,,,,,,,,,,,,
RELI,Reliance Global Group,INSURANCE,Insurance-Diversified,46,NASDAQ,5.19,1.7,0.09,613,-92.1,31,98,A-,E,D-,61,,,,,,,,,,,,,,,
AEG,Aegon N V,INSURANCE,Insurance-Life,56,NYSE,5.99,3.3,0.19,2794,-12.1,64,95,B+,C,B-,83,,,,,,,,,,,,,,,
AEL,Amer Equity Invstmt Life,INSURANCE,Insurance-Life,56,NYSE,41.12,-0.5,-0.22,319,12.2,46,95,B+,E,B,81,,,,,,,,,,,,,,,
BHF,Brighthouse Financial,INSURANCE,Insurance-Life,56,NYSE,57.21,1.9,1.06,412,6.4,73,94,B+,C,C+,91,,,,,,,,,,,,,,,
CIA,Citizens Inc,INSURANCE,Insurance-Life,56,NYSE,4.68,-0.4,-0.02,57,52.2,30,23,B+,D,D,32,,,,,,,,,,,,,,,
GL,Globe Life Inc,INSURANCE,Insurance-Life,56,NYSE,104.23,1.4,1.48,384,24.8,70,85,B+,B,B-,83,,,,,,,,,,,,,,,
GNW,Genworth Financial Inc,INSURANCE,Insurance-Life,56,NYSE,3.94,0.8,0.03,3014,54.6,68,65,B+,D,E,70,,,,,,,,,,,,,,,
HUIZ,Huize Hldg Ltd Cl A Ads,INSURANCE,Insurance-Life,56,NASDAQ,1.22,-2.4,-0.03,24,-79.4,8,4,B+,B,E,13,,,,,,,,,,,,,,,
LFC,China Life Insurance Adr,INSURANCE,Insurance-Life,56,NYSE,8.99,-0.2,-0.02,279,-41.5,54,60,B+,C,B-,70,,,,,,,,,,,,,,,
LNC,Lincoln National Corp,INSURANCE,Insurance-Life,56,NYSE,71.82,0.9,0.65,1464,47.5,77,89,B+,C,C+,84,,,,,,,,,,,,,,,
MDWT,Midwest Holding Inc,INSURANCE,Insurance-Life,56,NASDAQ,21.36,4.7,0.95,0,-98.5,43,6,B+,E,C-,31,,,,,,,,,,,,,,,
MET,Metlife Inc,INSURANCE,Insurance-Life,56,NYSE,68.75,1,0.66,3995,34.1,95,90,B+,C,C-,91,,,,,,,,,,,,,,,
NWLI,National Western Life Gp,INSURANCE,Insurance-Life,56,NASDAQ,215.42,-1.7,-3.68,5,-1.4,78,77,B+,B,B-,83,,,,,,,,,,,,,,,
PRI,Primerica Inc,INSURANCE,Insurance-Life,56,NYSE,155.87,0.9,1.44,81,-2.9,88,52,B+,A,B-,88,,,,,,,,,,,,,,,
PRU,Prudential Financial Inc,INSURANCE,Insurance-Life,56,NYSE,114.73,0.9,1.06,1521,18.5,80,89,B+,D,D+,85,,,,,,,,,,,,,,,
PUK,Prudential Plc Adr,INSURANCE,Insurance-Life,56,NYSE,34.46,1.2,0.42,594,27.1,79,42,B+,C,C-,65,,,,,,,,,,,,,,,
RGA,Reinsurance Grp Of Amer,INSURANCE,Insurance-Life,56,NYSE,113.79,-0.8,-0.95,398,30.4,37,60,B+,C,D+,58,,,,,,,,,,,,,,,
SLF,Sun Life Financial Inc,INSURANCE,Insurance-Life,56,NYSE,57.9,1,0.59,555,-11.5,78,83,B+,C,E,74,,,,,,,,,,,,,,,
VERY,Vericity Inc,INSURANCE,Insurance-Life,56,NASDAQ,6,1.2,0.07,18,891.8,23,16,B+,D,D+,28,,,,,,,,,,,,,,,
VOYA,Voya Financial Inc,INSURANCE,Insurance-Life,56,NYSE,70.47,1.6,1.14,1093,-18.9,99,79,B+,C,B-,92,,,,,,,,,,,,,,,
AAME,Atlantic American Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,2.63,4.8,0.12,5,-69.1,8,18,B+,C,C-,23,,,,,,,,,,,,,,,
ACGL,Arch Capital Group Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,47.88,1.2,0.56,1163,8.1,89,93,B+,C,B+,94,,,,,,,,,,,,,,,
AFG,American Financial Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,133.56,1.7,2.22,132,-13.1,88,89,B+,B,D+,90,,,,,,,,,,,,,,,
AGO,Assured Guaranty Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,54.63,0.7,0.38,246,-8.5,40,88,B+,B,C-,70,,,,,,,,,,,,,,,
ALL,Allstate Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,117.7,-0.9,-1.02,3936,169,80,48,B+,B,D-,74,,,,,,,,,,,,,,,
AMSF,Amerisafe Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,52.1,-0.9,-0.49,31,-29.8,51,42,B+,C,C-,56,,,,,,,,,,,,,,,
ARGO,Argo Group Intl Hldg Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,56.72,-0.2,-0.1,76,0.2,69,86,B+,D,D+,78,,,,,,,,,,,,,,,
AXS,Axis Capital Hldings Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,56.98,-0.7,-0.39,605,134.9,69,86,B+,C,C,82,,,,,,,,,,,,,,,
CB,Chubb Limited,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,207.73,3.9,7.86,3107,185.2,75,90,B+,C,B,93,,,,,,,,,,,,,,,
CINF,Cincinnati Financial,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,120.83,2.1,2.51,373,13.4,93,81,B+,D,B+,88,,,,,,,,,,,,,,,
CNA,C N A Financial Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,46.63,1.1,0.52,60,-7.5,76,77,B+,C,B+,86,,,,,,,,,,,,,,,
CNFR,Conifer Holdings Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,2.35,0.8,0.02,2,-86.6,17,25,B+,D,C+,29,,,,,,,,,,,,,,,
DGICA,Donegal Group Inc Cl A,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,14.12,0.8,0.11,14,-35.4,12,52,B+,C,B,51,,,,,,,,,,,,,,,
DGICB,Donegal Group Inc Cl B,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,13.28,0,0,0,0,12,33,B+,C,B-,41,,,,,,,,,,,,,,,
EIG,Employers Holdings Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,38.96,-0.3,-0.13,59,23.6,35,77,B+,D,B,63,,,,,,,,,,,,,,,
ESGR,Enstar Group Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,267.48,0.3,0.9,26,-10.5,31,89,B+,B,C,79,,,,,,,,,,,,,,,
FAF,First American Finl Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,76.75,3,2.25,499,21.8,98,89,B+,A,C-,97,,,,,,,,,,,,,,,
FNF,Fidelity National Finl,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,51,0.4,0.19,1125,-0.7,96,89,B+,A,E,95,,,,,,,,,,,,,,,
FNHC,Fednat Holding Company,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,1.43,-0.9,-0.01,31,-91.8,14,5,B+,E,E,4,,,,,,,,,,,,,,,
GBLI,Global Indemnity Gp Cl A,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,26.01,-0.7,-0.18,2,-80.1,10,52,B+,D,D+,41,,,,,,,,,,,,,,,
GLRE,Greenlight Capital Re,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,7.33,-0.1,-0.01,62,-8.2,30,37,B+,C,C+,59,,,,,,,,,,,,,,,
GSHD,Goosehead Insurance Cl A,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,91.89,-3.4,-3.23,150,8.1,31,21,B+,-,D+,31,,,,,,,,,,,,,,,
HALL,Hallmark Financial Svcs,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,4.25,1,0.04,32,-40.2,39,85,B+,E,D-,54,,,,,,,,,,,,,,,
HCI,H C I Group Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,67.42,-1.3,-0.92,70,-14,11,21,B+,B,D-,26,,,,,,,,,,,,,,,
HGTY,Hagerty Inc Cl A,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,13.89,-2,-0.28,84,-52.1,8,97,B+,-,E,40,,,,,,,,,,,,,,,
HIPO,Hippo Holdings Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,2.03,-5.6,-0.12,1527,-33.8,23,2,B+,D,D-,17,,,,,,,,,,,,,,,
HMN,Horace Mann Educators,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,39.27,4.7,1.77,389,220.2,66,42,B+,C,D+,62,,,,,,,,,,,,,,,
HRTG,Heritage Insurance Hldgs,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,6,-1.2,-0.07,163,9.9,2,23,B+,D,D,23,,,,,,,,,,,,,,,
ICCH,I C C Holdings Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,16.75,0,0,0,0,71,79,B+,C,C+,81,,,,,,,,,,,,,,,
IGIC,International Gen InsHld,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,7.66,-1.4,-0.11,13,-35,57,35,B+,-,D-,46,,,,,,,,,,,,,,,
ITIC,Investors Title Co,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,202.79,2.8,5.48,1,-23.3,79,94,B+,A,D-,92,,,,,,,,,,,,,,,
JRVR,James River Group Hldgs,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,27.94,-0.6,-0.17,84,-49.5,8,20,B+,D,C-,26,,,,,,,,,,,,,,,
KFS,Kingsway Financial Svcs,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,5.26,-0.8,-0.05,4,-79.8,40,69,B+,D,C-,68,,,,,,,,,,,,,,,
KMPR,Kemper Corporation,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,53,0.6,0.3,598,160.8,8,22,B+,D,D,30,,,,,,,,,,,,,,,
KNSL,Kinsale Capital Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,201.91,0.9,1.86,73,-11.4,99,83,B+,A,C+,98,,,,,,,,,,,,,,,
LMND,Lemonade Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,31.12,-8.8,-3,2001,5.1,2,4,B+,E,E,10,,,,,,,,,,,,,,,
MBI,M B I A Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,14.59,-0.4,-0.06,229,-31.9,21,97,B+,D,D-,60,,,,,,,,,,,,,,,
MCY,Mercury General Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,52.76,0.3,0.18,259,84.6,57,35,B+,B,D-,56,,,,,,,,,,,,,,,
MHLD,Maiden Holdings Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,2.71,0.2,0.01,146,134.2,11,29,B+,E,D+,27,,,,,,,,,,,,,,,
MILE,Metromile Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,1.63,-8.7,-0.16,3265,42,31,2,B+,-,D+,22,,,,,,,,,,,,,,,
MKL,Markel Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,1293.72,2.4,30.67,47,61.9,17,79,B+,B,C,65,,,,,,,,,,,,,,,
MTG,M G I C Invt Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,15.15,-1.3,-0.2,1368,-26,76,79,B+,C,B-,82,,,,,,,,,,,,,,,
NSEC,National Security Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,15.85,0.2,0.03,11,-18.7,40,98,B+,E,A-,76,,,,,,,,,,,,,,,
ORI,Old Republic Intl Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,26.16,0.2,0.05,1386,39.9,87,89,B+,A,B-,95,,,,,,,,,,,,,,,
OXBR,Oxbridge Re Holdings,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,5.76,0.5,0.03,36,-74.5,69,99,B+,B,A-,97,,,,,,,,,,,,,,,
PGR,Progressive Corp Ohio,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,109.48,1.3,1.38,1478,-27.9,57,89,B+,B,B+,85,,,,,,,,,,,,,,,
PRA,Proassurance Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,23.98,0.2,0.05,89,8.3,69,81,B+,D,C,83,,,,,,,,,,,,,,,
RE,Everest Re Group Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,290.34,2,5.81,137,-5.6,39,87,B+,C,C-,81,,,,,,,,,,,,,,,
RLI,R L I Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,104.23,-0.6,-0.62,84,21.8,90,52,B+,A,C,85,,,,,,,,,,,,,,,
RNR,Renaissancere Holdings,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,157.29,-0.4,-0.67,461,63.5,32,69,B+,D,B,69,,,,,,,,,,,,,,,
ROOT,Root Inc Cl A,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,1.92,-8.8,-0.19,2168,-40.5,5,1,B+,E,D+,9,,,,,,,,,,,,,,,
SAFT,Safety Insurance Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,84.66,1.5,1.22,71,77.4,60,81,B+,B,B-,80,,,,,,,,,,,,,,,
SIGI,Selective Ins Group Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,79.72,0,-0.01,119,-1.2,90,81,B+,B,D-,88,,,,,,,,,,,,,,,
SPNT,Siriuspoint Ltd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,8.59,1.4,0.12,165,-12.9,9,29,B+,B,C+,41,,,,,,,,,,,,,,,
STC,Stewart Information Svcs,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,73.43,3.1,2.23,110,33.2,95,92,B+,A,C,98,,,,,,,,,,,,,,,
STFC,State Auto Finl Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,51.62,-0.4,-0.21,22,-54.9,9,99,B+,D,C,65,,,,,,,,,,,,,,,
THG,Hanover Insurance Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,135.09,-1,-1.35,338,372.5,72,81,B+,C,B+,83,,,,,,,,,,,,,,,
TIG,Trean Insurance Group,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,7.82,-3.2,-0.26,207,184.2,64,14,B+,B,B,49,,,,,,,,,,,,,,,
TRV,Travelers Companies Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,173.02,3,5.03,1265,31.6,53,86,B+,B,B-,79,,,,,,,,,,,,,,,
UFCS,United Fire Group Inc,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,23.96,-1.6,-0.4,31,-39.8,57,52,B+,D,B-,56,,,,,,,,,,,,,,,
UIHC,United Insurance Holding,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,3.99,-0.7,-0.03,41,-44.6,30,29,B+,E,D+,29,,,,,,,,,,,,,,,
UNAM,Unico American Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NASDAQ,3.1,6.5,0.19,0,-89.3,23,18,B+,E,B,27,,,,,,,,,,,,,,,
UVE,Universal Insurance Hldg,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,17.14,-0.1,-0.01,74,-43.8,58,93,B+,D,B+,88,,,,,,,,,,,,,,,
WRB,Berkley W R Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,87.9,2.5,2.11,1150,169.1,86,89,B+,B,B+,93,,,,,,,,,,,,,,,
WTM,White Mountains Insr Fd,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,1054.33,0.5,4.83,13,28.9,24,42,B+,B,C,59,,,,,,,,,,,,,,,
Y,Alleghany Corp,INSURANCE,Insurance-Prop/Cas/Titl,59,NYSE,686.17,1.9,12.54,60,60.9,75,75,B+,C,B-,86,,,,,,,,,,,,,,,
ANGI,Angi Inc Class A,INTERNET,Internet-Content,133,NASDAQ,8.42,-1.1,-0.1,1176,8.7,8,16,C-,D,B-,23,,,,,,,,,,,,,,,
ATHM,Autohome Inc Cl A Ads,INTERNET,Internet-Content,133,NYSE,30.49,-10.1,-3.42,429,-39.5,62,14,C-,B,C+,29,,,,,,,,,,,,,,,
AUTO,Autoweb Inc,INTERNET,Internet-Content,133,NASDAQ,2.83,3.7,0.1,16,-86.8,14,29,C-,E,E,16,,,,,,,,,,,,,,,
BIDU,Baidu Inc Ads,INTERNET,Internet-Content,133,NASDAQ,158.09,-1.8,-2.95,1368,-50.5,58,31,C-,B,C-,41,,,,,,,,,,,,,,,
BILI,Bilibili Inc Cl Z Ads,INTERNET,Internet-Content,133,NASDAQ,33.69,-6.4,-2.28,2761,-49.7,5,4,C-,D,E,6,,,,,,,,,,,,,,,
BLCT,Bluecity Hldg Cl A Adr,INTERNET,Internet-Content,133,NASDAQ,1.36,-3,-0.04,14,-97.4,5,1,C-,D,E,1,,,,,,,,,,,,,,,
BMBL,Bumble Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,30.08,-0.7,-0.22,2348,62.1,32,11,C-,D,C+,28,,,,,,,,,,,,,,,
BZ,Kanzhun Ltd Ads Cl A,INTERNET,Internet-Content,133,NASDAQ,30.1,-3,-0.92,851,-70.2,69,29,C-,C,C-,52,,,,,,,,,,,,,,,
BZFD,Buzzfeed Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,4.25,-3.8,-0.17,55,-82.1,20,6,C-,-,C+,15,,,,,,,,,,,,,,,
CARG,Cargurus Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,33.52,1.4,0.46,860,19.2,92,85,C-,A,B+,95,,,,,,,,,,,,,,,
CNET,ZW Data Action Techno,INTERNET,Internet-Content,133,NASDAQ,0.8,-4.4,-0.04,245,25.9,33,7,C-,D,B-,17,,,,,,,,,,,,,,,
CPOP,Pop Culture Group Co ClA,INTERNET,Internet-Content,133,NASDAQ,1.52,-3.2,-0.05,262,-94.8,96,1,C-,A,D-,43,,,,,,,,,,,,,,,
CSCW,Color Star Technology Co,INTERNET,Internet-Content,133,NASDAQ,0.44,0.2,0,433,-75.8,47,9,C-,E,C+,24,,,,,,,,,,,,,,,
DATS,DatChat Inc,INTERNET,Internet-Content,133,NASDAQ,2.23,-6.3,-0.15,925,-78.7,2,9,C-,-,B,9,,,,,,,,,,,,,,,
DHX,D H I Group Inc,INTERNET,Internet-Content,133,NYSE,5.57,0.4,0.02,120,-26.4,17,98,C-,D,B-,58,,,,,,,,,,,,,,,
DOYU,Douyu Intl Hldgs Ltd Ads,INTERNET,Internet-Content,133,NASDAQ,2.21,-0.4,-0.01,1694,-43.1,8,7,C-,C,C+,10,,,,,,,,,,,,,,,
DUO,Fangdd Network Cl A Ads,INTERNET,Internet-Content,133,NASDAQ,0.4,-3.6,-0.02,216,-74,8,1,C-,E,D-,1,,,,,,,,,,,,,,,
FB,Meta Platforms Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,322.76,1.2,3.76,29665,83.9,96,69,C-,A,D-,86,,,,,,,,,,,,,,,
FENG,Phoenix New Media Ads,INTERNET,Internet-Content,133,NYSE,0.82,3.7,0.03,20,-86.9,8,10,C-,E,E,2,,,,,,,,,,,,,,,
GAME,Engine Gaming and Media,INTERNET,Internet-Content,133,NASDAQ,3.06,-0.3,-0.01,46,-92.7,47,9,C-,-,C-,23,,,,,,,,,,,,,,,
GOOG,Alphabet Inc Cl C,INTERNET,Internet-Content,133,NASDAQ,2969.42,7.7,211.85,3872,306.1,98,86,C-,A,C-,96,,,,,,,,,,,,,,,
GOOGL,Alphabet Inc Cl A,INTERNET,Internet-Content,133,NASDAQ,2970.31,7.9,217.43,5182,330.8,98,87,C-,A,C+,97,,,,,,,,,,,,,,,
GROM,Grom Social Enterprises,INTERNET,Internet-Content,133,NASDAQ,1.5,-8.4,-0.14,303,-38,19,9,C-,E,B-,14,,,,,,,,,,,,,,,
GSMG,Glory Star New Media Gp,INTERNET,Internet-Content,133,NASDAQ,1.11,-1.8,-0.02,40,-74.8,36,7,C-,B,D,29,,,,,,,,,,,,,,,
HUYA,Huya Inc Cl A Ads,INTERNET,Internet-Content,133,NYSE,6.27,-7.3,-0.5,1696,-29.3,66,11,C-,B,C+,37,,,,,,,,,,,,,,,
