Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating,,,,,,,,,,,,,,,
VJET,Voxeljet Ag Adr,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,6.35,-6.5,-0.44,17,-31,17,14,D-,E,C,7,,,,,,,,,,,,,,,
VLD,Velo3D Inc,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NYSE,6.25,-5,-0.33,466,-44.3,4,14,D-,E,E,9,,,,,,,,,,,,,,,
EPAC,Enerpac Tool Group Corp,MACHINE,Machinery-Tools & Rel,179,NYSE,17.62,-1,-0.19,105,-14.9,64,22,D-,C,C-,41,,,,,,,,,,,,,,,
KMT,Kennametal Inc,MACHINE,Machinery-Tools & Rel,179,NYSE,34.49,-2.2,-0.77,363,37.4,71,35,D-,C,B-,60,,,,,,,,,,,,,,,
LECO,Lincoln Electric Hldgs,MACHINE,Machinery-Tools & Rel,179,NASDAQ,128.82,-0.2,-0.26,100,-21.9,88,48,D-,A,C+,73,,,,,,,,,,,,,,,
XYL,Xylem Inc,MACHINE,Machinery-Tools & Rel,179,NYSE,103.9,-1,-1.03,788,7.6,63,32,D-,C,E,36,,,,,,,,,,,,,,,
AQUA,Evoqua Water Tech Corp,MACHINE,Pollution Control,112,NYSE,41.96,1.5,0.62,1164,98.9,89,94,C+,B,B-,89,,,,,,,,,,,,,,,
ARIS,Aris Water Solutions ClA,MACHINE,Pollution Control,112,NYSE,12.26,-2.2,-0.28,78,-54,30,33,C+,C,D,47,,,,,,,,,,,,,,,
AWX,Avalon Holdings Corp,MACHINE,Pollution Control,112,AMEX,3.23,-5.3,-0.18,0,-96.7,62,33,C+,D,C,53,,,,,,,,,,,,,,,
CCNC,Code Chain New Conti Ltd,MACHINE,Pollution Control,112,NASDAQ,1.04,-1,-0.01,60,-90.8,5,9,C+,D,B-,16,,,,,,,,,,,,,,,
CECE,Ceco Environmental,MACHINE,Pollution Control,112,NASDAQ,6.11,-2.4,-0.15,60,29.9,20,28,C+,D,A-,33,,,,,,,,,,,,,,,
CHRA,Charah Solutions Inc,MACHINE,Pollution Control,112,NYSE,5.22,-0.7,-0.04,16,-62.6,16,93,C+,E,A-,69,,,,,,,,,,,,,,,
CLH,Clean Harbors Inc,MACHINE,Pollution Control,112,NYSE,93.37,0.1,0.1,149,-27.1,96,44,C+,C,C,77,,,,,,,,,,,,,,,
CLWT,Euro Tech Hldgs Co Ltd,MACHINE,Pollution Control,112,NASDAQ,1.74,6.4,0.11,65,-14.2,13,23,C+,C,B-,32,,,,,,,,,,,,,,,
CWST,Casella Waste Sys Cl A,MACHINE,Pollution Control,112,NASDAQ,77.09,0.8,0.6,147,-4.2,64,81,C+,C,C-,78,,,,,,,,,,,,,,,
DCI,Donaldson Co,MACHINE,Pollution Control,112,NYSE,55.57,-0.7,-0.4,161,-47,82,32,C+,A,B-,69,,,,,,,,,,,,,,,
ECOL,U S Ecology Inc,MACHINE,Pollution Control,112,NASDAQ,28.63,-0.1,-0.02,142,25.3,21,25,C+,D,D-,23,,,,,,,,,,,,,,,
FTEK,Fuel Tech Inc,MACHINE,Pollution Control,112,NASDAQ,1.16,-5.7,-0.07,106,-66.6,23,10,C+,D,D+,14,,,,,,,,,,,,,,,
GFL,G F L Environmental Inc,MACHINE,Pollution Control,112,NYSE,32.71,-2.3,-0.78,597,-42.9,67,44,C+,C,B-,75,,,,,,,,,,,,,,,
HCCI,Heritage-Crystal Clean,MACHINE,Pollution Control,112,NASDAQ,28.43,-1.4,-0.41,38,-2.8,92,55,C+,C,D+,82,,,,,,,,,,,,,,,
HDSN,Hudson Technologies,MACHINE,Pollution Control,112,NASDAQ,3.86,1.3,0.05,211,14.9,69,98,C+,D,C,79,,,,,,,,,,,,,,,
LICY,Li Cycle Holdings Corp,MACHINE,Pollution Control,112,NYSE,7.53,-3.2,-0.25,1051,-27.4,2,17,C+,E,D+,18,,,,,,,,,,,,,,,
LIQT,Liqtech International,MACHINE,Pollution Control,112,NASDAQ,6,2,0.12,48,5.2,27,48,C+,E,B+,39,,,,,,,,,,,,,,,
MEG,Montrose Environmentl Gp,MACHINE,Pollution Control,112,NYSE,44.26,-4.5,-2.09,107,-40.1,31,27,C+,D,E,30,,,,,,,,,,,,,,,
PESI,Perma-Fix Environ Svcs,MACHINE,Pollution Control,112,NASDAQ,5.97,2.1,0.12,0,-97.2,40,30,C+,D,D-,30,,,,,,,,,,,,,,,
PPIH,Perma Pipe Intl Hldgs,MACHINE,Pollution Control,112,NASDAQ,8.57,-1.3,-0.11,3,-83.1,69,93,C+,D,A-,88,,,,,,,,,,,,,,,
PYR,Pyrogenesis Canada Inc,MACHINE,Pollution Control,112,NASDAQ,2.67,-3.6,-0.1,394,-73.7,8,14,C+,B,C,29,,,,,,,,,,,,,,,
QRHC,Quest Resource Holding,MACHINE,Pollution Control,112,NASDAQ,6.94,6.6,0.43,88,22.8,41,98,C+,C,B,81,,,,,,,,,,,,,,,
RENO,Renovare Environmental,MACHINE,Pollution Control,112,NASDAQ,0.53,-3.6,-0.02,81,-79,40,4,C+,D,E,19,,,,,,,,,,,,,,,
RSG,Republic Services Inc,MACHINE,Pollution Control,112,NYSE,128.83,2.3,2.85,1166,88.4,86,85,C+,B,E,77,,,,,,,,,,,,,,,
SMED,Sharps Compliance Corp,MACHINE,Pollution Control,112,NASDAQ,6.67,-1.3,-0.09,37,-50.5,13,15,C+,A,B-,31,,,,,,,,,,,,,,,
SRCL,Stericycle Inc,MACHINE,Pollution Control,112,NASDAQ,60.14,1.3,0.79,239,12.6,45,30,C+,D,B-,37,,,,,,,,,,,,,,,
TISI,Team Inc,MACHINE,Pollution Control,112,NYSE,0.71,-6.3,-0.05,325,-22.2,4,1,C+,E,C-,2,,,,,,,,,,,,,,,
TOMZ,TOMI Environmental Soltn,MACHINE,Pollution Control,112,NASDAQ,1.14,-0.9,-0.01,56,-97.2,8,13,C+,C,B,17,,,,,,,,,,,,,,,
TTEK,Tetra Tech Inc,MACHINE,Pollution Control,112,NASDAQ,141.42,0,-0.03,208,-4.4,87,55,C+,B,D+,72,,,,,,,,,,,,,,,
WCN,Waste Connections Inc,MACHINE,Pollution Control,112,NYSE,126.34,1.2,1.52,1237,70.3,86,69,C+,B,D,78,,,,,,,,,,,,,,,
WM,Waste Management Inc,MACHINE,Pollution Control,112,NYSE,148.5,-0.8,-1.26,2922,137.6,84,79,C+,A,E,78,,,,,,,,,,,,,,,
EDUC,Educational Development,MEDIA,Media-Books,115,NASDAQ,7.56,-0.5,-0.04,4,-78.7,58,15,C,B,E,30,,,,,,,,,,,,,,,
HMHC,Houghton Mifflin Harct,MEDIA,Media-Books,115,NASDAQ,18.96,1.4,0.26,973,24.3,69,99,C,E,A,86,,,,,,,,,,,,,,,
JWA,John Wiley & Sons Cl A,MEDIA,Media-Books,115,NYSE,52.24,-0.1,-0.03,95,-56.2,60,52,C,B,C+,65,,,,,,,,,,,,,,,
JWB,John Wiley & Sons Cl B,MEDIA,Media-Books,115,NYSE,51.88,0,0,0,0,60,35,C,B,C+,58,,,,,,,,,,,,,,,
PSO,Pearson Plc Adr,MEDIA,Media-Books,115,NYSE,8.54,-0.2,-0.02,317,-23.6,73,31,C,C,C-,52,,,,,,,,,,,,,,,
SCHL,Scholastic Corp,MEDIA,Media-Books,115,NASDAQ,40.82,-1,-0.43,49,-28.3,51,95,C,C,A,87,,,,,,,,,,,,,,,
BATRA,Liberty Media Sr A LibBr,MEDIA,Media-Diversified,123,NASDAQ,26.86,-0.6,-0.17,60,41.7,69,42,C,C,C-,61,,,,,,,,,,,,,,,
BATRK,Liberty Media Sr C LibBr,MEDIA,Media-Diversified,123,NASDAQ,26.11,-0.3,-0.08,49,-12.9,69,37,C,C,D-,59,,,,,,,,,,,,,,,
DIS,Walt Disney Company,MEDIA,Media-Diversified,123,NYSE,142.6,-1.3,-1.89,6230,-38.3,64,26,C,C,E,40,,,,,,,,,,,,,,,
FOX,Fox Corporation Cl B,MEDIA,Media-Diversified,123,NASDAQ,37.33,0.9,0.34,835,8.1,49,81,C,B,B+,73,,,,,,,,,,,,,,,
FOXA,Fox Corporation Cl A,MEDIA,Media-Diversified,123,NASDAQ,40.7,1,0.39,1579,-26,49,86,C,B,B,74,,,,,,,,,,,,,,,
FWONA,Liberty Media SrA FrmOne,MEDIA,Media-Diversified,123,NASDAQ,55.06,0.4,0.21,108,-9.4,69,94,C,D,D+,74,,,,,,,,,,,,,,,
FWONK,Liberty Media SrC FrmOne,MEDIA,Media-Diversified,123,NASDAQ,60.58,0.7,0.41,575,-36.3,69,94,C,D,D+,75,,,,,,,,,,,,,,,
GHC,Graham Holdings Co Cl B,MEDIA,Media-Diversified,123,NYSE,582.3,-1.5,-9,12,-40.3,60,52,C,C,B-,65,,,,,,,,,,,,,,,
GNUS,Genius Brands Intl,MEDIA,Media-Diversified,123,NASDAQ,0.83,-5.3,-0.05,2932,-46,10,11,C,C,E,20,,,,,,,,,,,,,,,
IDW,IDW Media Holdings Cl B,MEDIA,Media-Diversified,123,AMEX,2,-4.3,-0.09,68,-15.3,31,12,C,E,D,17,,,,,,,,,,,,,,,
LBRDA,Liberty Broadband Cl A,MEDIA,Media-Diversified,123,NASDAQ,148.6,0.5,0.77,169,-3.7,49,37,C,A,B-,68,,,,,,,,,,,,,,,
LBRDK,Liberty Broadband Cl C,MEDIA,Media-Diversified,123,NASDAQ,151.65,0.6,0.85,679,-5.6,49,37,C,A,E,59,,,,,,,,,,,,,,,
LSXMA,Liberty Media Sr A LibSr,MEDIA,Media-Diversified,123,NASDAQ,48.04,-0.1,-0.04,1192,121.9,69,72,C,D,C+,67,,,,,,,,,,,,,,,
LSXMB,Liberty Media Sr B LibSr,MEDIA,Media-Diversified,123,NASDAQ,48.48,0,0,0,0,69,48,C,D,B-,61,,,,,,,,,,,,,,,
LSXMK,Liberty Media Sr C LibSr,MEDIA,Media-Diversified,123,NASDAQ,48.37,-0.2,-0.09,510,1.3,69,77,C,D,C,68,,,,,,,,,,,,,,,
SONY,Sony Group Corp Ads,MEDIA,Media-Diversified,123,NYSE,112.43,-0.1,-0.13,1389,90.6,65,77,C,B,D,71,,,,,,,,,,,,,,,
TV,Grupo Televisa S A Gds,MEDIA,Media-Diversified,123,NYSE,10.42,0,0,780,-26.8,28,55,C,C,A-,54,,,,,,,,,,,,,,,
VIAC,Viacomcbs Inc Cl B,MEDIA,Media-Diversified,123,NASDAQ,33.04,-2,-0.66,6634,-47.1,43,27,C,B,C,34,,,,,,,,,,,,,,,
VIACA,Viacomcbs Inc Cl A,MEDIA,Media-Diversified,123,NASDAQ,36.05,-2.2,-0.82,65,-10,43,29,C,B,B-,37,,,,,,,,,,,,,,,
WWE,World Wrestling Entmnt,MEDIA,Media-Diversified,123,NYSE,49.4,-1.1,-0.57,327,-2.3,71,32,C,B,D-,54,,,,,,,,,,,,,,,
DALN,Dallasnews Corp Cl A,MEDIA,Media-Newspapers,144,NASDAQ,7.04,-3.8,-0.28,37,142.2,31,55,D+,E,B-,35,,,,,,,,,,,,,,,
DJCO,Daily Journal Corp,MEDIA,Media-Newspapers,144,NASDAQ,306.05,-2,-6.25,3,98.3,31,42,D+,B,E,36,,,,,,,,,,,,,,,
GCI,Gannett Company Inc,MEDIA,Media-Newspapers,144,NYSE,5.41,2,0.11,1453,34.9,69,65,D+,E,B,61,,,,,,,,,,,,,,,
LEE,Lee Enterprises Inc,MEDIA,Media-Newspapers,144,NASDAQ,37.11,-0.3,-0.1,40,-52.8,69,99,D+,A,B+,84,,,,,,,,,,,,,,,
NWS,News Corporation Cl B,MEDIA,Media-Newspapers,144,NASDAQ,22.45,0.9,0.2,321,-15.8,82,65,D+,C,D+,68,,,,,,,,,,,,,,,
NWSA,News Corporation Cl A,MEDIA,Media-Newspapers,144,NASDAQ,22.43,0.8,0.17,2466,22.2,82,48,D+,C,B,67,,,,,,,,,,,,,,,
NYT,New York Times Co Cl A,MEDIA,Media-Newspapers,144,NYSE,41.86,1.5,0.6,2458,180.2,85,26,D+,B,B-,62,,,,,,,,,,,,,,,
AXR,Amrep Corp,MEDIA,Media-Periodicals,7,NYSE,12.06,0.5,0.06,81,370.7,69,75,A+,A,D-,86,,,,,,,,,,,,,,,
RELX,RELX Plc Ads,MEDIA,Media-Periodicals,7,NYSE,31.42,1.8,0.55,638,-4.6,68,84,A+,A,D-,87,,,,,,,,,,,,,,,
VALU,Value Line Inc,MEDIA,Media-Periodicals,7,NASDAQ,58.29,-1.3,-0.75,14,-34.6,89,99,A+,B,A,96,,,,,,,,,,,,,,,
AMCX,Amc Networks Inc,MEDIA,Media-Radio/Tv,103,NASDAQ,41.35,-1.6,-0.67,154,-51.6,89,42,C+,A,B+,70,,,,,,,,,,,,,,,
AUD,Audacy Inc,MEDIA,Media-Radio/Tv,103,NYSE,2.35,-2.9,-0.07,267,-48.8,23,14,C+,D,D-,22,,,,,,,,,,,,,,,
AUUD,Auddia Inc,MEDIA,Media-Radio/Tv,103,NASDAQ,1.67,-4.6,-0.08,43,-91.5,10,14,C+,-,D+,13,,,,,,,,,,,,,,,
BBGI,Beasley Broadcast Grp A,MEDIA,Media-Radio/Tv,103,NASDAQ,1.88,-1.1,-0.02,31,-29.5,51,25,C+,D,D,37,,,,,,,,,,,,,,,
CMLS,Cumulus Media Inc Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,10.48,-0.1,-0.01,7,-73.7,59,55,C+,D,B,61,,,,,,,,,,,,,,,
DISCA,Discovery Inc Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,27.85,2.5,0.68,9452,33.1,55,37,C+,B,C-,47,,,,,,,,,,,,,,,
DISCB,Discovery Inc Cl B,MEDIA,Media-Radio/Tv,103,NASDAQ,31.5,1.4,0.45,4,-3.8,55,15,C+,B,D+,36,,,,,,,,,,,,,,,
DISCK,Discovery Inc Cl C,MEDIA,Media-Radio/Tv,103,NASDAQ,27.6,2.5,0.68,7095,78.7,55,60,C+,B,D+,57,,,,,,,,,,,,,,,
EVC,Entravision Communctns A,MEDIA,Media-Radio/Tv,103,NYSE,5.86,-1.3,-0.08,243,-40.9,62,91,C+,C,C,74,,,,,,,,,,,,,,,
GTN,Gray Television Inc,MEDIA,Media-Radio/Tv,103,NYSE,21.11,-0.2,-0.04,283,-45.4,73,52,C+,B,D-,62,,,,,,,,,,,,,,,
GTNA,Gray Television Cl A,MEDIA,Media-Radio/Tv,103,NYSE,19.85,0,0,0,0,73,60,C+,B,B,72,,,,,,,,,,,,,,,
HMTV,Hemisphere Media Gr Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,6.1,-6.2,-0.4,32,-38.7,15,11,C+,C,E,24,,,,,,,,,,,,,,,
IHRT,Iheartmedia Inc Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,20,-1.2,-0.25,353,6.9,59,85,C+,E,B-,68,,,,,,,,,,,,,,,
MDIA,Mediaco Holding Inc Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,5.73,-1,-0.06,7,-93.9,53,91,C+,D,A,68,,,,,,,,,,,,,,,
NXST,Nexstar Media Group Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,173.51,2.5,4.25,340,14.2,88,91,C+,A,B+,90,,,,,,,,,,,,,,,
ONDS,Ondas Holdings Inc,MEDIA,Media-Radio/Tv,103,NASDAQ,4.81,-8.7,-0.46,469,-31.6,27,14,C+,E,E,14,,,,,,,,,,,,,,,
SALM,Salem Media Group Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,3.28,-1.8,-0.06,149,-29.2,69,97,C+,D,C+,69,,,,,,,,,,,,,,,
SBGI,Sinclair Broadcast Group,MEDIA,Media-Radio/Tv,103,NASDAQ,27.7,0.6,0.17,466,-28.4,30,42,C+,B,B-,44,,,,,,,,,,,,,,,
SGA,Saga Communications,MEDIA,Media-Radio/Tv,103,NASDAQ,22.5,1.7,0.38,6,1.2,69,60,C+,D,B-,72,,,,,,,,,,,,,,,
SSP,Scripps E W Co Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,20.43,0.2,0.05,97,-39.9,24,84,C+,B,C-,67,,,,,,,,,,,,,,,
TGNA,Tegna Inc,MEDIA,Media-Radio/Tv,103,NYSE,19.93,0.3,0.06,872,-22,74,81,C+,A,D-,75,,,,,,,,,,,,,,,
TSQ,Townsquare Media Cl A,MEDIA,Media-Radio/Tv,103,NYSE,12.85,1.3,0.17,4,-78.3,69,81,C+,D,D-,79,,,,,,,,,,,,,,,
UONE,Urban One Inc Cl A,MEDIA,Media-Radio/Tv,103,NASDAQ,5.92,2.2,0.13,478,102.7,69,22,C+,D,B-,43,,,,,,,,,,,,,,,
UONEK,Urban One Inc Cl D,MEDIA,Media-Radio/Tv,103,NASDAQ,4.63,0.7,0.03,176,57,69,97,C+,D,B+,79,,,,,,,,,,,,,,,
